"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"cd73600edd829d831dbc749f8b6bad0c",8;15437209672903,0;438028734032284,0;523065970125347,0;840363063591083,0;400704852301809,0;994819859255315
"e80561dfec9ae4723ce943f1a6d3409f",0,0,0,0,1,NA
"5ea3aaddb49050cd011bb00b52a4a1fc",2;46025342222641,0;0115996316124512,0;536332721857864,0;0216145652626162,0;982755414846936,NA
"e5004ec02fe4a5c1182a9a4787bc5507",10;1614333862939,0;140327292189708,0;479849094728829,0;292839568934087,0;769644781730106,0;994819859255315
"85a237ec5f207b96a46cfd67b3eb05a2",5;45572341009739,0;449304765998715,0;533230562405815,0;858597250916726,0;39056275533291,NA
"841b4df9428b7d9a2503f741e371d220",0;945802617132708,-0;635927444959777,0;468365052802258,-0;566989946092094,0;570721012324134,NA
"4824f30b7716573fea3b81c385ded23e",3;1457345496481,-0;271230320538549,0;550482591480339,-0;492843931011177,0;622122867139495,NA
"bc413b9c385f5a73d9f68f20145d3228",0;0101322616357365,-0;213553151721735,0;36913634562342,0;0409875600104892,0;967305813202588,NA
"c45ed328b3ea684cbcd232910c852d14",4;44731849373535,0;367547713415653,0;53263668431409,0;701118080310337,0;483229327815657,NA
"1454e9152dc8b6a2c17c7f4300ac1cd4",2;02061496247236,-0;339493029991345,0;467342590094503,-0;111509571934761,0;911212275632775,NA
"f0cddd6add8dbeeaef26f2f4c260b343",0;547762384606756,0;0523257331404553,0;390216254100587,0;565091147878096,0;572011769187287,NA
"e0e8e9a68e7eddd55e8c70bf91c383e2",0;22276805178911,0;000532086763350943,0;369477244888725,0;49163716711949,0;622975863950085,NA
"1c85ddcb031451b5e8dd0ef271020680",7;80885026034075,0;0453506455037028,0;523084880540129,0;0868559474919425,0;930786015939758,0;994819859255315
"e81c66d6046d0076a0960dc29cc28eb3",8;75807560040929,0;445224731099503,0;55018963359307,0;81778498843368,0;413479971237057,0;994819859255315
"aea588c636b6e18016499dded9224b79",63;7335187230756,-0;576294698470516,0;434173042164377,-1;32786346895904,0;18422321490046,0;994819859255315
"55752ee513c25ff73bfd94560978c689",2;25765590556213,0;0326259463471288,0;519278799514593,0;0628913246586332,0;949853043089633,NA
"5992c07fd4c49a00cb5275d7e87f86f9",1;53148076683716,-0;17482172003149,0;55391014983581,-0;315337067740889,0;752505743572785,NA
"964d50d146d5300e9e7d1b4693f3697f",4;79132712851159,-0;177649031102712,0;555862967467844,-0;319076656852701,0;749668384349061,NA
"f983c6f3234019df27ed1b020e3509d6",2;14226990132897,-0;286927923127935,0;553212761821196,-0;518848081088056,0;603866685655316,NA
"2ecbc15d95660b3213fa92b93d192244",2;01233224340063,0;530743854487943,0;485878251914403,2;13754885628588,0;0325533764322766,NA
"f5109602df8aaec5ee5a1c408e80c4fe",1;12579747976436,-0;287660868558179,0;425496576562083,-0;0872526077629253,0;930470723814465,NA
"caa6a0bfacc7ac68cf36148e9f25ec49",81;9611045623278,-0;226630954085597,0;37146062978031,-0;610045251240909,0;54183183222916,0;994819859255315
"bd56fc655bad70dfd017db06d0e94be8",5;67229756391258,-0;215404626364589,0;556375876911171,-0;387490822544689,0;69839287785505,NA
"5bcedee080de6705d301432828baa9c6",5;72572695043111,0;922577633478195,0;550766287868237,1;74699372344208,0;0806384268611566,NA
"453a4e94574daa63269040de6028af77",1;87164934185439,-0;0453739133951832,0;545726094402203,-0;0831376821391277,0;933742063530647,NA
"5622147cc419488239553888c9b56271",6;53008891336322,0;186556240800349,0;509086863200322,0;366728352855502,0;713821655357508,NA
"c4fec03419021b82eb490efc99c62a1c",11;2575742418441,0;409499811443878,0;524523201163293,0;780761575562718,0;434942737294061,0;994819859255315
"3aa63b4cd901d61ceebef251172af425",0;0549583209992469,0;0454283910122713,0;370165512453402,0;106542950155138,0;915151580017221,NA
"1c7c739d6d9e8b5d525fa6947e72261b",2;11958470333783,-0;420784058595188,0;531229978285672,-0;803814466323531,0;421504133787298,NA
"be5ed577919743969b4a5673e2db8fdc",2;05164500036395,0;441903796649223,0;538490027783067,0;826414659875652,0;40856891020875,NA
"2cac75a89bb7663309559cfcdc1411ec",1;37867591374015,-0;808199663310124,0;54403320198207,-1;51740267815898,0;129165048181253,NA
"c86c38ca26b8cd1403a3a1e90cb6feeb",1;50755376542857,0;568554504317122,0;540986505514339,1;05943754668429,0;289400557706,NA
"3bca445aa9d3e4992baff910a62afda6",18;9513511390408,0;0610679092235404,0;510823386607772,0;119526942601803,0;90485789593033,0;994819859255315
"3736e19b6c8df0b3e3330485532ee6b9",2;95395861510933,0;1741978578279,0;535152354636869,0;326392772924941,0;744127204776889,NA
"58dba23ebe6587e4d3df80e00dfa7ef2",0;243241003000826,-0;424915594645177,0;370998923199524,-0;540626832204322,0;588764819557701,NA
"d167acbbd9ae9eef9bd57016626b4d8a",1;54973098368651,0;197605629052836,0;466567234135734,0;424032664446427,0;671541991493533,NA
"e06e119324a1126d81d0ca62a36dbd0a",3;81360705978715,0;199136548155893,0;556186351788431,0;358735411683854,0;719793034572839,NA
"5a1b4c42df93e63bb2450cf9712d1a68",2;77363954847678,-1;0570175556339,0;539670069331983,-2;17465268637723,0;0296561529539213,NA
"1e508f13ccf87c1c105ba278db046dc6",16;4541694388083,0;169739305867426,0;385421305051599,0;440483406447988,0;659587027892486,0;994819859255315
"86413cfcca564324fbe15f5b5292519b",4;68787107146384,-0;65690786296956,0;5256054016699,-1;24996441494513,0;211312546778272,NA
"8116c2db5991540bdfa747222a7a4b55",2;25741254957577,-0;224034564353176,0;555112551526863,-0;403605137945118,0;686503106857016,NA
"76965f362bb1923596fae444c7623ec6",1;18139011259336,0;0749472177154607,0;481568058480002,0;152554931878838,0;878749268021441,NA
"61d409e39fb0567a91e33d1e1d2f7c00",33;2650048673339,0;256267269934326,0;413703566858702,0;619512791091618,0;53557859809284,0;994819859255315
"eeec2b7e67d23b8eafe12f0928a13d9b",2;9683005341286,0;206185999376318,0;506871906731454,0;410750261908616,0;681255667615486,NA
"3ce6954e8ece1c4a923773f0546d776f",0;722034428274217,-0;0899890385225063,0;479311440054374,-0;180632861392003,0;856655760487212,NA
"3cce38d993f347ca022647e14c46b634",8;58595810003831,0;0965658547515334,0;555482536626202,0;173836601768627,0;861993878259214,0;994819859255315
"e7db12106574db5a5f31207c850c0ce5",11;9512115954439,-0;207307888717626,0;453532195951154,-0;457712911471163,0;647158710652816,0;994819859255315
"26c68d9a963f6904a62adcdbdd7ef77b",0;0275493584214746,-0;124697452880147,0;369071617139273,0;0737652550828136,0;941197174103801,NA
"e1f884c1edd62091dc0e781952ab60db",0;571147446167455,0;143609491191187,0;370751705072311,0;903006423063896,0;366522486012818,NA
"3891e79bc9a1003f95e47dddd38b6762",11;8555963099843,-0;29351794262602,0;425844234900319,-0;689124091481544,0;490745180498888,0;994819859255315
"27057413674800c5c57c40e48b80a423",0;560350898017751,0;106888502442447,0;440408504623514,0;27212129273905,0;7855287578703,NA
"2c5086497a3e7adb05aef43c0f79a4f4",7;29751932877562,-0;237938245455017,0;551009952035725,-0;431992248158084,0;665747047218255,NA
"71bf9b459ba3c506b6ff191e36fe8325",4;34836240384488,0;0999050688649789,0;534914994680832,0;186873857141229,0;851759537075908,NA
"6d77254261ffe07ee9500529f262c7e1",5;47594548998634,-0;539784564239938,0;554811670233649,-0;978671694550483,0;327742222190378,NA
"4a9f92336ca1d9e33ae6462dafe52e43",2;42030119097027,-0;0965167979742193,0;556481608177639,-0;173828075016256,0;862000579604969,NA
"6551c0f096fcbb4542c98019e8795140",5;69562231211297,0;025648354395424,0;547256361308156,0;0469591298575899,0;962545801219578,NA
"f6583b7d11b9c7e1fd53996601e04dbe",21;6458177327304,0;205806457645466,0;496037499496994,0;414952145397577,0;678176935524606,0;994819859255315
"e4867f4395be3f152222e209838421bb",1;95779166726069,0;336676724406907,0;544773042392048,0;619364857778849,0;535676026517367,NA
"fe1e1037849a29e5dbc7dacfc9880d49",0;782817411694393,-0;302434413072036,0;446541942686923,-0;725705274006046,0;468019467935213,NA
"90ac285b35c49124e2b049ed7aa6745d",0;972130062185529,-0;157718359079016,0;465291138358067,-0;492803678212814,0;622151311517236,NA
"3b320e229d41c9c464c31b5be43efaed",14;951014787977,-0;195271645368583,0;556169938875406,-0;351129515756989,0;725491185594715,0;994819859255315
"95404ef11d5d8dbc30dbe3ab01dc1830",0;195023125512471,-0;187505819582403,0;369084086457821,-0;466179200231407,0;641087236292311,NA
"e5c29f10c1cb864bcfbfd1c5dc1768e6",0;379050678295474,-0;222512739492924,0;369289330053511,-0;550201127877607,0;582181430068045,NA
"03286aed2544692e8e4fdcc043b28dc7",0;315789037329471,0;121371596592495,0;369105284312817,0;361516139283306,0;717713642247499,NA
"b2e76e67d1a10896e4edc9ebf88ba58a",0;588034427326286,-0;610100592872119,0;529275765622378,-1;12512235616297,0;260537189015298,NA
"3f294b559493444539cfb8094acd8c62",0;620904071029374,0;064909640360436,0;496239486172204,0;123267738792146,0;90189508667912,NA
"96ebe86204c8735980a5be07cfe379f4",1;18708478901588,-0;337156693332315,0;485300616225667,-0;698577744880844,0;484815955944839,NA
"45379022879ddfb128693484004bb82d",390;014847189836,-0;833741219110606,0;399779773448361,-2;08554096549944,0;037020223670469,0;68946676488794
"7a03dfa901f703d1c7b9b293c1ee4bb3",0;523043350181479,-0;0556532105998367,0;391251872385169,0;450724857570266,0;65218786445867,NA
"959f34e769328521792ccad24bee6100",3;01556700356981,0;257760311961424,0;554991892401754,0;469491064383349,0;638718670422869,NA
"c11de3333325852baaee0779b5f7a334",3;51958335485697,0;255817507155269,0;514301116144896,0;497104030244244,0;619115692710886,NA
"205a38a1ebb0d85067271d70d595b676",0;898445065702383,-0;369457859429633,0;449060236667378,-0;843946692795554,0;398699194468189,NA
"90f32092c62cc68d3791e4f400550ed1",0,0,0,0,1,NA
"e1f791c1d7dc24213f104b0ceaea2aac",0;226374502698306,-0;135932744870142,0;375987809534979,-0;326781918465697,0;743832836269503,NA
"d682df5a659c3fefd8578e0b6acc872f",0;838719219557663,-0;34887259987537,0;427315160311179,-0;858854935379684,0;390420554664231,NA
"2d8ae9008d37b110966acd347dd70fb3",0;606176891875156,0;153393794052134,0;460856431311499,0;313644518390504,0;753791043624015,NA
"9916154be42823743d00521b257100a8",1;15496094469041,-0;362667137662675,0;53221518982534,-0;677405086639628,0;498148971871302,NA
"b72c912ce5e4233f5dace8e32d99dd32",4;11432018360769,-0;334754961105449,0;526550168170827,-0;640944409232305,0;521558801385595,NA
"a627d671256a4c670739279a6a6eb378",17;5448402302005,0;453460644209419,0;451769256116162,1;00392833406442,0;315413158219766,0;994819859255315
"bf1336a15a1661afa0ecb2820b52bf58",6;13766033773697,0;895664515321104,0;543808543438948,1;65698495955543,0;0975225159506941,NA
"c5095917415b1527b083e1b484cda4d2",0;660052416109871,0;0173735930169498,0;424519238438698,-0;757643727586328,0;448664295035716,NA
"39c662d56ca74cdef20a57259b030663",0;261236262933643,-0;182932224074156,0;371174687659561,0;542629080544584,0;58738521234933,NA
"d05101998077efef3a871b2e488f77b4",0;595119595961518,0;0998317246008814,0;371266992270885,-0;16488108947312,0;869037577086757,NA
"3742331830ed2c730acd732f1bcf8850",10;8416228723846,-0;594218262532779,0;532317103481416,-1;11772936377503,0;263682597706527,0;994819859255315
"34e496b04ea7e166987b2eaa501a1500",29;0629470961717,-0;0328514579335968,0;42550886721523,-0;0772226425496462,0;938446429278832,0;994819859255315
"6373de415702168532a5edbed32fe170",1;20265705913983,-0;102934074047883,0;394950615518265,-1;3905063729775,0;164375165434989,NA
"58779b64a981881275fe72a209935242",0;107206694244794,0;0514162360376514,0;369049654871368,0;139320645227462,0;889196776444336,NA
"5f4980ffa371b1cf73b8f4dd096cb98e",7;91913698660289,-0;434837154233459,0;530499335392423,-0;832699741469341,0;405014090369823,0;994819859255315
"4a582b35bae2ff4dc1762811c809ffdf",4;46188154898993,-0;0191798106348349,0;55608735849442,-0;0344439145323644,0;972523165497769,NA
"c8596962b21bfb71f2d62499e273c7eb",9;31889392277571,0;147212414096339,0;556404825224236,0;264809159034271,0;791156480820587,0;994819859255315
"a6a7d898d2bb9a4596b1c2108b5bb663",16;4270596062479,-0;145786784382857,0;405105628891218,-0;360152319603261,0;718733228857341,0;994819859255315
"5680565cc789c31641a675377bfe1a34",10;0639628236649,0;648368395868392,0;474774333349225,1;36619901048303,0;17187650802003,0;994819859255315
"ab32433391eaac0482f74b8d0319ed61",0;120741396720928,-0;0762505512628771,0;372440378142354,0;271517051846147,0;785993386643614,NA
"8ade733ba6435535456d1b8231c5d7eb",7;46264788259801,-0;0738890304914356,0;436556572306328,-0;16922409516541,0;865620377903396,0;994819859255315
"c40c37d9af885da1f33082d528413984",1;28737210515005,-0;1071415541308,0;409105410090888,0;731281737100321,0;464607083254244,NA
"0f24796f472fc34d6599539f29432eb0",1;76140059549244,-1;54369754671528,0;539432045808389,-2;83969521035805,0;00451566564815534,NA
"0664ab6efa1b7e85f83e11d6c06c13d7",10;2332211452078,-0;806247755740598,0;549285074591882,-1;47692492844553,0;13969576184407,0;994819859255315
"3c31fe1bbf18864d6faeb00862751692",3;81540222832064,-0;251099529117878,0;534564496015716,-0;470533860307613,0;637973648586678,NA
"a0f84ef5990d2205bf15acb8889a5d69",47;2719980823337,0;156185192261425,0;429733417896628,0;363557774642356,0;716188262937157,0;994819859255315
"139560f8583ff87f347ea27f0d30c7cd",0;360150402320306,0;0808007202233795,0;369941776015061,0;680873517902501,0;49595152606783,NA
"811931197bb349b3c8f9a95d1395d8cd",0;294111277641026,-0;134717571014056,0;369050919225241,-0;379636929537816,0;704214943759363,NA
"207e70faa642ab2ff7b34c3abf0e5bf2",0;099952060889671,-0;233221829698886,0;369617791672811,0;172098340299787,0;863360217546017,NA
"f9bf7826440f5944f9cf4af9274a0371",3;58450057334022,-0;644723711433474,0;542845773037018,-1;18779002561828,0;234916145041803,NA
"b46620dec7a5231a4615df744c404d1c",1;25897304665713,-0;23657079482781,0;497599250956589,-0;477065661224919,0;633315365897091,NA
"dac5f7c4bdb7713b8f3d0e6a0328c8e9",0,0,0,0,1,NA
"4e4cf3ab503161c759bea2604f1c67b2",16;9138268736101,0;0778042130878388,0;548316424954002,0;142022675447265,0;887062094817017,0;994819859255315
"479d845f93bf8309acd82193b85b70d8",3;73416661476481,-0;329639603716996,0;372941751255256,-1;1048776718569,0;269212598613985,NA
"456f911a2b795e5989ef5d4f49e709fd",0;154932822343977,-0;203057785354653,0;370800024689832,-0;308006437557632,0;758077433859078,NA
"3b8cf7e36ebd53136a281a5e61e0f6f7",0,0,0,0,1,NA
"b80d2ff43be872156e8805f4a694bafd",1;72553165187688,-0;0441982052039081,0;521060698092854,-0;0847102862608656,0;932491718110802,NA
"fad25a9d1a844a84d79b327aa451c107",0;586935890217024,-0;0946291111021275,0;423278720017158,-0;955874754180618,0;339135515092302,NA
"d89542897f0ce82e4c110a50e0cbbb2d",3;64599135881434,0;225188667712682,0;539295415531144,0;420004082756896,0;674482471141665,NA
"eee3c49ffd6c2dfa54d964dd8af3c7ab",2;3725974068664,-0;136641732785127,0;495876829966071,-0;276254723289105,0;78235242876383,NA
"8728640c77415d58d6b6ee9f45749b2f",1;41644266498373,0;0558631233848895,0;508926003441853,0;108685836163443,0;913451676403012,NA
"a038ee9ec4b96eecda66344483a2621c",5;51996632589196,-0;0899919284695851,0;55630939123348,-0;161796964620564,0;871465743430793,NA
"8dd3642c7755fb3c0a0b05c36efd7541",109;396249358073,0;0849663094823716,0;262668944478326,0;323507053638346,0;746311266463518,0;994819859255315
"eb683aa9eb93d4583124c889b37cee97",0;395223627962743,0;219202621643265,0;462121284723402,0;54985486852216,0;582418921446351,NA
"6ffc181e4e26a72f157dc20ae55f3e0c",0;181815931084347,-0;134717571014056,0;369050919225241,-0;395758247518499,0;692283380896243,NA
"3a816eafa61e4c84c6848f361b5868a0",0,0,0,0,1,NA
"081e8ae1205298b969c1e45797280ccd",0;368109151837237,-0;0404303271878725,0;409569166917502,-0;0932573579004084,0;925699107860987,NA
"363b8445666814f1e611dda42a2ec42e",0;11328294444432,0;0877060271994122,0;369049654871368,0;237653730444436,0;812149673274889,NA
"0f87e517fdd46b75107bdfd9633c3b15",0;8797353895929,-0;126360809996341,0;464308791980713,-0;300989939376177,0;763422166227788,NA
"b3a64dad72bfeedc1b5d1670ff795d50",13;800579066661,-0;0234901928826309,0;555277508189414,-0;0422926183618894,0;966265429716832,0;994819859255315
"ce11957b5ebab39b21ce33dba870bf00",2;36619265105576,0;0623308292115238,0;547948018827919,0;113733199546213,0;909449293837873,NA
"556cea76c339c688c6184ce982227464",3;3106921750055,-0;237137180743503,0;555530599999505,-0;427037605300082,0;669351937607782,NA
"c0ba7bf97a6b721440d21926c4dc34d0",3;91273394213959,-0;319676442834125,0;494377266225583,-0;130666147449362,0;896039413111463,NA
"e93ee567cf99e2761f46a430605fa1fc",1;90358743098012,0;0121102631648316,0;51950721872394,0;0233306781480463,0;981386500746266,NA
"92cf38059ba07f5b3f7861029799dc86",8;34912034273854,-0;820634942418609,0;520877196261914,-1;57630782092755,0;114954880105471,0;994819859255315
"61179f79a899e8adf4b9dbd9ce46bb4b",24;7964709979485,-0;209989575352012,0;449397267328003,-0;467527429200117,0;64012257242702,0;994819859255315
"5f088af894c021f33daa3dab17143652",0;347818875074138,0;107911976156125,0;411874360219248,0;294808047181072,0;768140518747744,NA
"f2c60f5116687383c7686e7e74d2774a",0;20601055196117,-0;00456085098760327,0;431849572383677,-0;0103825125146103,0;991716102391803,NA
"231954ddb61784f2f06b569ce2d2675e",0;287554513544345,-0;405419893672806,0;370131667057967,-0;607860324037386,0;543280116051913,NA
"51ae7a2105f47d1147772845a420828e",21;7498066221538,-0;568561641000142,0;495012004860099,-1;14980341533864,0;250224848250059,0;994819859255315
"93834701480d2e050a041ccc6089391d",11;6038303954052,-0;129042201111522,0;555936608290134,-0;232118156481047,0;816446243127556,0;994819859255315
"5ecb9a2aef3ac970b2c2c963b0b5a8c3",1;09761043294204,-0;112618093587137,0;427844035394545,-0;634011017812208,0;52607363175909,NA
"6273c6d62acae7e79f38363c1b35b8cf",1;42550504184531,0;688175610170567,0;505898660868195,1;43810039390562,0;150405570900171,NA
"6b060ec5e7d9eb89c70b2b2579fad78e",0;790364333469375,-0;250721059332465,0;55554592565292,-0;442610636042446,0;658047390263577,NA
"8b9d6834a6476ae9b362cd81518a99c6",1;14606019861179,-0;517525808688817,0;552315075015648,-0;943884926528173,0;34522845556277,NA
"9cb8c71d8c0f73e7696f256a07c36338",0;0830910271023933,-0;106149902842314,0;369196390944765,0;267742438672913,0;788897580657381,NA
"3b449ccb1a5eecc536f9f5b53b6bc927",0;978472422048495,0;0912687273135885,0;466555528310003,0;746035751967625,0;455645818292608,NA
"91e354e246745bd23df350b32e2f546c",26;1659367571353,-0;143107526528307,0;486951200934097,-0;294246937884476,0;768569216068798,0;994819859255315
"71b429367464a1a7c53580012a47c51f",0;855934645395425,-0;44811105010135,0;428426765933557,-1;01409531613307,0;310537272805795,NA
"cc06fd3b8a4060a0a9b143b67440332f",664;37050767166,2;26460897348721,0;436970314765825,5;19665565161629,2;0290571500202e-07,6;59950838044069e-05
"1525d08db203ea47f5f6bf2342e7d2cd",7;55750357787402,0;304470995876645,0;552361038690403,-0;718641528719083,0;472361818674812,0;994819859255315
"504202229039a920c3514f8d695309a7",1;65905479656915,0;083467178538038,0;529180543213284,0;159354098758868,0;87338990060059,NA
"07626e4dc83a1cc9674bad3f5be3622c",0;576098173005354,-0;0788213085432431,0;371975543020621,-0;332477865584298,0;739528450713646,NA
"248c90abfdf71d5ddeeab8072f62b81a",0;148116343285528,0;0123704451223153,0;369052938457616,0;0341946411319976,0;972721939800888,NA
"4b339b8b48673f602f337ce89ccdc803",45;6410767135139,-0;468058289482868,0;556194505182234,-0;844608361551774,0;398329538989517,0;994819859255315
"99a79fa5c40815a35e56955115780a60",0;0934774054901925,0;111899221307253,0;369049654871368,0;289356151172592,0;772308846671394,NA
"a3c2074b0812c048b37b4a5013324b4b",4;0513970573288,0;174703046214751,0;544875106307423,0;321163039771366,0;748086839642763,NA
"3b9d184fd7d6e7672eb3d5719c6c3929",1;51963758960541,-0;156056705247255,0;483294288997606,-0;324483136140855,0;745572287602887,NA
"1356b2abe3ce380e6a82f2cf5dfeb31f",3;37344201949507,0;0158186192089131,0;410677606619722,0;0384969350802245,0;96929147512589,NA
"623e2ad69c7eb007c393f30000296af3",2;05757298930908,-0;47239721310697,0;555505505167067,-0;851411556559072,0;394540774339088,NA
"36e891a075bc1ea8e5299f7970fe3061",73;6696382383448,0;0794692515762277,0;209880531814524,0;378708797499918,0;704904119697493,0;994819859255315
"980d3bee555163a3fecbf5fa40fe184c",4;28669510290566,-0;428120534406376,0;554465226371647,-0;774064952223851,0;438892382038511,NA
"d9df682d51d6165adf930e268f895f43",0;537719627698838,-0;320933082724953,0;369386148659267,-0;885523347853388,0;375874432816227,NA
"245501e2a61b9c3602e01513923c92cb",0;808522330243693,0;265367086988443,0;444374785453902,0;589184460397836,0;555737540287734,NA
"ddcb4be06c4a7a356c4e53280d6469f6",0;982278976817734,-0;116368122220019,0;46302800800482,-0;24702570342369,0;80488833192397,NA
"3a5990d0c66d3ca94675f75eb5a8ac76",12;1438456015501,-0;027165293980917,0;556351303087212,-0;0488102343493305,0;96107052606625,0;994819859255315
"8f54dde4ac3508da162a0414a4ba4cb0",0;442015963087239,-0;309093446916651,0;369343719826703,-0;795729143769284,0;426189483618226,NA
"bfc9039045f5dd69da658a6f7699f774",2;54137171735201,0;13924181214398,0;545221083281959,0;255055174242591,0;798680485124742,NA
"8bc76387fc4fa0e1a7ccaa0d02f6e593",2;41954574454335,0;26144156404992,0;546550908394772,0;485954228391806,0;626999618710477,NA
"896380704e882e38200208fdf58dbace",0;166019420491275,0;136092415415093,0;369049654871368,0;378419981526333,0;705118626802536,NA
"13e48ad3995059ff447a13ee03f9f373",0;0344295160764393,-0;0219974847875907,0;369049654871368,-0;0596057590007994,0;952469631507276,NA
"2edd469034a3ec0ecf5a0cd9bafef047",0;153992496843953,-0;0607896914545137,0;369049654871368,-0;171122691735954,0;864127293610432,NA
"a720655c032f7e92213b0eb33e0e4149",2;36260281918525,-0;778151151720488,0;496412131016343,-1;72614570633184,0;0843212028172634,NA
"e9281d871a9888fec24fd4e7cf8946d6",9;97471940118681,0;355926288467799,0;552598932362993,0;645175660389762,0;518813357313155,0;994819859255315
"3d0d9ebd5a36dd84c8e9cd884697c681",1;65000676156311,-0;00921885764494804,0;497984727328734,-0;0184464489797703,0;985282697808503,NA
"2638452ceac4e2a85c6b69279900f589",17;1172107923048,-0;394220327171014,0;398760347450963,-0;988694836336716,0;322812469973467,0;994819859255315
"6588755f6152053c4869682ad037dbf3",1;93092022154139,0;277266798416331,0;484459092345063,0;580607928103508,0;561504727762312,NA
"815bfaeb5a2b318e56e918230b634263",0;20370852629992,-0;0371138468929251,0;369056314133169,-0;105560447470526,0;915931107700756,NA
"89e3eec6bd6826a00619267466676184",2;32953194320173,0;0494636484521302,0;52478214458035,0;0941084047608011,0;925023043981093,NA
"d23c7732570bc86902584e7d947f97f3",3;44211723601291,0;0293844008438876,0;534125228998395,0;0550333118552564,0;956111924974043,NA
"f8b7c014cf15e4a978c35639314369e5",0;371742896149092,-0;326892194396416,0;386611645386384,-0;764259833734369,0;444712416379238,NA
"cb03abf9d6c75951ceb2d8548b6183d7",4;67700975585117,-0;485666546720777,0;514984809134496,-0;945059868179338,0;344628312326871,NA
"cd8381a9ec7d148cee37326aea5274d0",5;00644340556465,0;0876977397410386,0;53848149359218,0;162989462972903,0;870526731060712,NA
"d9e69c3bdc56663c6d69b6be7080f42c",0;573210413659592,0;00122620442420601,0;388791232610446,0;00287248244759532,0;997708093755699,NA
"7146a2aff79e417bac7dce82108ee536",4;31659923487772,0;0862505759131663,0;514788013446856,0;167640127203814,0;866866400959966,NA
"81fe0a9ff83ffada05f9103b08d07dd7",1;6059023941967,-0;944875152162996,0;523194552970585,-1;95641323155073,0;050416494723851,NA
"debc24715c39c53557e3ef71c7c89447",7;64253896782487,0;058456084794961,0;555167466291132,0;105291980131528,0;916144126530678,0;994819859255315
"4a9e71accde93935cc1f48cc1b0c7c53",3;36039314342889,-0;0307064821033835,0;55648359937273,-0;0551566152615598,0;956013692293558,NA
"00c72f576545e00103e3d1501cf955d6",3;72499130498546,0;634671112132334,0;551258064752546,1;17281743036483,0;240869026738882,NA
"8afb556c074ae38f7dec3f48ef228c25",1;82148196492213,-0;20018527315339,0;530113458450576,-0;378872114158842,0;704782832829358,NA
"8d7b60cbaca573906e2deac089bb885f",11;194831734588,0;127450037931414,0;47335200723014,0;269095456415659,0;787856226778026,0;994819859255315
"818262cb4781a84f37067fadfd5ab0e4",25;0313224806909,0;125661160541643,0;497654943012146,0;252518774947661,0;800640103910359,0;994819859255315
"81ac16fcca275db307b2999583b4e6b9",0;309867416177817,0;900931190098613,0;506041623977025,0;531585336038831,0;595013223232933,NA
"47706f94a196a21056665d03a5e329e5",2;97889208845317,-0;122830124495299,0;481180671301898,-0;256239159838094,0;797766172543892,NA
"b839f04fdab3880e812c86c27279ad4c",7;39380977380154,-0;432164812673692,0;546917843882327,-0;791037665292688,0;428922012381133,NA
"f0d1fd54b02bb5b1f98fce6d68758493",2;09849623144649,-0;268487538853825,0;511311755582413,-0;528844667756696,0;596913208700516,NA
"e06be72fc05f337aca597fe8158ee073",0,0,0,0,1,NA
"3068f7357f039c37282f5657ff580449",26;3555934863685,0;0107546843387991,0;469550521445698,0;0229175793983808,0;981716017746047,0;995551540772915
"1bb7ccff1a51a640450cc7c8b2923e95",15;5193618369371,-0;720409953914133,0;545620457670809,-1;32561897447629,0;184965937982194,0;994819859255315
"edacec819e4f2d39340d07b8c56277fa",11;3202805313714,-0;228294147079768,0;54510560125712,-0;418533371448732,0;675557192694245,0;994819859255315
"a824df6ae170aa24e0ba134376be5b14",1;78327770002229,0;537056232187064,0;456762650293099,1;2830755820362,0;199465597544867,NA
"d4dfcf82d0f187bbe29c48dfafeec222",17;2874477046368,0;535753379802969,0;448306811683304,1;19569949359749,0;231813849058791,0;994819859255315
"c8fc154c03c22a34cb02b7284712a0c3",3;46962041016371,-0;544386739660018,0;551439937538224,-0;995935745426744,0;319281366011753,NA
"5448cb87b935fc277364b0696861d380",1;19640047377575,0;32485615728254,0;429231223974378,0;776222121590644,0;437617846660887,NA
"5c4117a54bc8110f79a1cd87b710ec40",67;3983981768958,-0;567785205632917,0;435984921308656,-1;30264334700247,0;192696551755025,0;994819859255315
"43c471d557e940c18a9a251aa2be2995",1;91093104865398,0;24725361877031,0;528938920533303,0;468780143534358,0;639226794479426,NA
"73beacc20c2273e9eb974f649fbfce44",0;645084263034357,-0;432251158913905,0;372782936651931,-0;976339582312317,0;328896210915288,NA
"0fede9b9e7a56bcb0dad010f8258316b",12;4708756182094,0;226868255027056,0;552880182833534,0;410540504528604,0;681409497194518,0;994819859255315
"98feb00aa44dd35d0e3d2c8083f26fde",2;99666430429675,0;644875073141105,0;555790462306877,1;16785424075875,0;242865564662908,NA
"78d5bedf1fecab02ab92a4b3ae2a3dc5",0;573313441401215,-0;379461308185906,0;369795088392374,-0;919958834745237,0;357594271470405,NA
"48910ca7def85198a27c95fa05a80d5a",0;131817377193717,-0;0224145540384511,0;369049654871368,-0;0607358758979571,0;951569559574115,NA
"081e5307fbb6bda0e445a5ec8dcdee7b",2;54176090861694,0;134965285681851,0;542163141636358,0;249093562685419,0;803288408787399,NA
"ade919e08869b75944ea15b011b907d2",15;2261768764083,0;385962761163024,0;348901976200726,1;10633870817048,0;268579943646198,0;994819859255315
