"","taxon","mean;difference (Infected - Healthy)","se (Infected - Healthy)","W","p;val","q;val","diff;abn"
"53471cd55f9db05905272e63e75c3d71","53471cd55f9db05905272e63e75c3d71","-0;0467520185","0;34448859","-0;1357142719","0;892047164775","0;997926688","FALSE"
"8f18a057d65060625b3549c7b7e54efd","8f18a057d65060625b3549c7b7e54efd","-0;5920448887","0;32146987","-1;8416808157","0;065521851977","0;644103484","FALSE"
"17b88b807d9016fefbd9f21de2ab0f27","17b88b807d9016fefbd9f21de2ab0f27","-0;1746962172","0;26254438","-0;6653968922","0;505796672167","0;990245474","FALSE"
"ede98392baddb2ba8cbf6b6b2c14a28d","ede98392baddb2ba8cbf6b6b2c14a28d"," 0;5073604206","0;31846984"," 1;5931192217","0;111133448022","0;735766328","FALSE"
"c9d57e650fb5063b5131701513321d1b","c9d57e650fb5063b5131701513321d1b","-0;3974307170","0;23762607","-1;6725046605","0;094424849622","0;706214345","FALSE"
"62a36667f8b1decc89aedf70dd36c8ce","62a36667f8b1decc89aedf70dd36c8ce","-0;3185077915","0;36487831","-0;8729151042","0;382709352918","0;981194343","FALSE"
"567f3d215c4eb8fc821a98f879953bbd","567f3d215c4eb8fc821a98f879953bbd","-0;1379725803","0;26317216","-0;5242673891","0;600092575417","0;997240708","FALSE"
"d0566d7177499d5cacdb330361254a8d","d0566d7177499d5cacdb330361254a8d"," 0;1749256564","0;16799560"," 1;0412514188","0;297758877317","0;943315721","FALSE"
"b61e7eee8694b816a9c94fe2b1eacd78","b61e7eee8694b816a9c94fe2b1eacd78"," 0;2977821419","0;30768614"," 0;9678113507","0;333138593979","0;959558392","FALSE"
"82013ba6ec27c1a656ecdd7ae52f0a16","82013ba6ec27c1a656ecdd7ae52f0a16"," 0;0674734087","0;24336616"," 0;2772505738","0;781587708773","0;997926688","FALSE"
"0aeb3dd2d812995e72004d3d6bd959a4","0aeb3dd2d812995e72004d3d6bd959a4"," 0;2229437858","0;36603394"," 0;6090795399","0;542471718519","0;997240708","FALSE"
"7b4ea12915f5734d00d128c642afc641","7b4ea12915f5734d00d128c642afc641"," 0;0538547012","0;34788233"," 0;1548072330","0;876973288851","0;997926688","FALSE"
"2642afdd0afd43f5aa41c1830c97727d","2642afdd0afd43f5aa41c1830c97727d","-0;2338118980","0;28070992","-0;8329306460","0;404883844693","0;981194343","FALSE"
"8b67e9a17f0191340a7965f40e1e455c","8b67e9a17f0191340a7965f40e1e455c","-0;1641160217","0;21796343","-0;7529520854","0;451478707324","0;981194343","FALSE"
"c0fe7e81bcdb656c35e27fdd4101bf5e","c0fe7e81bcdb656c35e27fdd4101bf5e"," 0;0037733640","0;25698165"," 0;0146833984","0;988284764101","0;997926688","FALSE"
"0a737f4a6343f13a4473d3768f90304f","0a737f4a6343f13a4473d3768f90304f","-0;4712136748","0;34284234","-1;3744325775","0;169307428229","0;835600380","FALSE"
"320308330d1c7b96c4722fb8c7c21048","320308330d1c7b96c4722fb8c7c21048","-0;0200382654","0;34875613","-0;0574563814","0;954181651279","0;997926688","FALSE"
"107b74f95d10fdd4436c7d496a435085","107b74f95d10fdd4436c7d496a435085"," 0;0874719952","0;16327579"," 0;5357315655","0;592144084721","0;997240708","FALSE"
"6dd0ca2c67fd3ea2f9a82a329262b9d4","6dd0ca2c67fd3ea2f9a82a329262b9d4","-0;0704596453","0;40423943","-0;1743017618","0;861628314729","0;997926688","FALSE"
"184b2fa43c919d18bbd408e7f56793e5","184b2fa43c919d18bbd408e7f56793e5","-0;0848045994","0;20665952","-0;4103590192","0;681542603632","0;997240708","FALSE"
"b06f6e287a686f51c0ef4de1aa86358a","b06f6e287a686f51c0ef4de1aa86358a"," 0;1567064517","0;27833011"," 0;5630237126","0;573418737126","0;997240708","FALSE"
"ff1f20defb7debccf206645b23148f34","ff1f20defb7debccf206645b23148f34"," 0;1909919362","0;42930947"," 0;4448817221","0;656405232128","0;997240708","FALSE"
"6cf45435b887d3e3db4816d19cba991e","6cf45435b887d3e3db4816d19cba991e"," 0;3062675277","0;25756263"," 1;1890992303","0;234400621220","0;893141862","FALSE"
"e68d33fd9600f8db320f93b0faa220aa","e68d33fd9600f8db320f93b0faa220aa"," 0;4325217008","0;40127404"," 1;0778711242","0;281091273390","0;931500626","FALSE"
"c77038ad3b0f7851eff80f0653a7d716","c77038ad3b0f7851eff80f0653a7d716"," 0;0901333098","0;28220437"," 0;3193902027","0;749430639249","0;997723954","FALSE"
"a95aa7a89d9aecc62150151c82310d96","a95aa7a89d9aecc62150151c82310d96","-0;0672637723","0;31328492","-0;2147047887","0;829997488837","0;997926688","FALSE"
"c7fb06ace1ac48610546a01fdebff034","c7fb06ace1ac48610546a01fdebff034","-0;7938756675","0;34874492","-2;2763791748","0;022823325007","0;462304457","FALSE"
"f4089a99833694426658121b8cbfdda0","f4089a99833694426658121b8cbfdda0"," 0;1502238115","0;21398023"," 0;7020452927","0;482650917867","0;981194343","FALSE"
"f7e842e07e5957287feba3df99d18ac8","f7e842e07e5957287feba3df99d18ac8"," 0;1143081173","0;26226454"," 0;4358504508","0;662945236981","0;997240708","FALSE"
"0dd63ca258236f7fc0a8fc0d990b6a5c","0dd63ca258236f7fc0a8fc0d990b6a5c"," 0;1334998952","0;29368352"," 0;4545706027","0;649418187871","0;997240708","FALSE"
"472d2d18e930aec7fc41731afdd6559f","472d2d18e930aec7fc41731afdd6559f"," 0;2255419319","0;37220339"," 0;6059642117","0;544538518432","0;997240708","FALSE"
"71cbe403d1a4b5ea0dcc84277087ccb0","71cbe403d1a4b5ea0dcc84277087ccb0"," 0;2149445221","0;30128937"," 0;7134155552","0;475588650360","0;981194343","FALSE"
"ae3d3ae3ec702cb4aa0a3ba552bc6fdd","ae3d3ae3ec702cb4aa0a3ba552bc6fdd"," 0;0629431329","0;24161265"," 0;2605125758","0;794468416016","0;997926688","FALSE"
"32a021e7bdb1b2a22d1e9afe4d49cc5c","32a021e7bdb1b2a22d1e9afe4d49cc5c"," 0;3481985823","0;33283247"," 1;0461676929","0;295483616107","0;943113264","FALSE"
"81bb7e37b43d1cfdeb758ad5f46d39b2","81bb7e37b43d1cfdeb758ad5f46d39b2"," 0;0361922649","0;33661526"," 0;1075181958","0;914377890804","0;997926688","FALSE"
"c177fda73abe6814330cec38f452cd36","c177fda73abe6814330cec38f452cd36"," 0;5555563607","0;37002606"," 1;5013979205","0;133252671447","0;775076001","FALSE"
"07ff497df71397a00e8dfcc8366b678f","07ff497df71397a00e8dfcc8366b678f","-0;2141077895","0;17563097","-1;2190776455","0;222814723632","0;887858848","FALSE"
"780889284c4953d948cdb76d73e6dbc8","780889284c4953d948cdb76d73e6dbc8","-0;2006761404","0;25281591","-0;7937638827","0;427332902344","0;981194343","FALSE"
"9c7004d8d39cbdf9f9e8eb1e9aba60e2","9c7004d8d39cbdf9f9e8eb1e9aba60e2","-0;3448670547","0;32929280","-1;0472960599","0;294963052742","0;943113264","FALSE"
"a44ee19eaeef12179ecc8fd9bc2a989a","a44ee19eaeef12179ecc8fd9bc2a989a","-0;2328039985","0;29333194","-0;7936537564","0;427397028353","0;981194343","FALSE"
"610bbdde5d9f4e6573e853df3bcae462","610bbdde5d9f4e6573e853df3bcae462","-0;5943935800","0;29976206","-1;9828846098","0;047380320137","0;589913341","FALSE"
"ac0df9756f170411a7ef60c2adfe1523","ac0df9756f170411a7ef60c2adfe1523","-0;8924079806","0;46295208","-1;9276465330","0;053899106721","0;603822805","FALSE"
"b54d8d9b321cf52590e4a2a9670a1a01","b54d8d9b321cf52590e4a2a9670a1a01","-0;8869087649","0;33116280","-2;6781654591","0;007402664006","0;260691543","FALSE"
"b15fb661f00febf70e114dadeb247ab5","b15fb661f00febf70e114dadeb247ab5"," 0;0857242955","0;27423849"," 0;3125903142","0;754591937733","0;997723954","FALSE"
"e81d663066e43dfcc6ea3744a1ee82b2","e81d663066e43dfcc6ea3744a1ee82b2","-0;0088919358","0;33545599","-0;0265070117","0;978852941046","0;997926688","FALSE"
"c5db564c856058f36a076b93c1b92fbe","c5db564c856058f36a076b93c1b92fbe","-0;1879236868","0;32706048","-0;5745839052","0;565572739708","0;997240708","FALSE"
"27f094c641d066d596d9d84009f194b3","27f094c641d066d596d9d84009f194b3","-0;3170028619","0;33254799","-0;9532544807","0;340461148641","0;959558392","FALSE"
"18e78d7cb360b36c47439f07abe88337","18e78d7cb360b36c47439f07abe88337","-0;1812849048","0;33538940","-0;5405206687","0;588838011021","0;997240708","FALSE"
"9ade08bc8a52b44bd978cd516ef70587","9ade08bc8a52b44bd978cd516ef70587","-0;4025020641","0;31791665","-1;2660615944","0;205491031136","0;864127410","FALSE"
"a4a3f5bfdae4da1c7589244dc99fdf58","a4a3f5bfdae4da1c7589244dc99fdf58"," 0;6089628216","0;25615294"," 2;3773407070","0;017437972939","0;406317881","FALSE"
"5d0bf697bd9bde462e95a670dc42b560","5d0bf697bd9bde462e95a670dc42b560","-0;0473028636","0;45456349","-0;1040621708","0;917120011183","0;997926688","FALSE"
"bea450ac452905dd9b7543fdd658b6b9","bea450ac452905dd9b7543fdd658b6b9","-0;7430049968","0;41177205","-1;8044085451","0;071167284468","0;661303463","FALSE"
"7f841643b8c54db4b727de647155c5ec","7f841643b8c54db4b727de647155c5ec","-0;4769677413","0;34962484","-1;3642272741","0;172496046732","0;835729365","FALSE"
"20b88767861a3499d3a8570bf2be4163","20b88767861a3499d3a8570bf2be4163"," 0;1786420106","0;36613442"," 0;4879137261","0;625610951633","0;997240708","FALSE"
"c6fa41863e087d1fe6e0a35a0f7d95f3","c6fa41863e087d1fe6e0a35a0f7d95f3"," 0;0079901443","0;28054990"," 0;0284802967","0;977279082590","0;997926688","FALSE"
"c68c864a1ee6f7630709b0740a1eef0f","c68c864a1ee6f7630709b0740a1eef0f","-0;4613493261","0;22983044","-2;0073464547","0;044712785961","0;589913341","FALSE"
"f028fce5c60db6b5d448b0b694fae938","f028fce5c60db6b5d448b0b694fae938","-0;1686748724","0;28106475","-0;6001281661","0;548420822588","0;997240708","FALSE"
"4fda7fee5e5d97c5bda0baa8b9afb3f9","4fda7fee5e5d97c5bda0baa8b9afb3f9"," 1;0090723219","0;37117615"," 2;7185807208","0;006556265622","0;257173609","FALSE"
"1b7eb0f5a912d5f5b8a0e57c5d13233f","1b7eb0f5a912d5f5b8a0e57c5d13233f","-0;2824375757","0;28246186","-0;9999140230","0;317352117488","0;955211075","FALSE"
"8a7e967934c9edc0baf8aabbc18ea3bc","8a7e967934c9edc0baf8aabbc18ea3bc","-0;1293882790","0;27227395","-0;4752135808","0;634634748143","0;997240708","FALSE"
"f932c5cbf3b59a3d28f733e8835cd6f7","f932c5cbf3b59a3d28f733e8835cd6f7"," 0;2829043897","0;21787611"," 1;2984644993","0;194127767769","0;863014608","FALSE"
"9227063050777114f416c245b77a4c2e","9227063050777114f416c245b77a4c2e","-0;1405684438","0;30333011","-0;4634173716","0;643065229259","0;997240708","FALSE"
"f0476dca3d200b90490e20e27376d58d","f0476dca3d200b90490e20e27376d58d"," 0;1327822661","0;30266586"," 0;4387090919","0;660872338324","0;997240708","FALSE"
"0de3ca52aed5c5882ee5d602b8b13d3b","0de3ca52aed5c5882ee5d602b8b13d3b","-0;2164334324","0;35418929","-0;6110671317","0;541155138333","0;997240708","FALSE"
"feb2bf9d8f55049e2c9ebb29c171b9d7","feb2bf9d8f55049e2c9ebb29c171b9d7","-0;0292871795","0;45380655","-0;0645367056","0;948542881170","0;997926688","FALSE"
"8f638ac7f127f6ead5dfae5662f4facf","8f638ac7f127f6ead5dfae5662f4facf"," 0;3787178428","0;20280081"," 1;8674374925","0;061840518187","0;632487676","FALSE"
"a24c463e3d639939bb84c8b496d9760c","a24c463e3d639939bb84c8b496d9760c"," 0;0816739210","0;22772905"," 0;3586451651","0;719860554672","0;997240708","FALSE"
"54d60292089b18bef42f2827b9b47b5c","54d60292089b18bef42f2827b9b47b5c","-0;1383271872","0;25938537","-0;5332883233","0;593834009406","0;997240708","FALSE"
"4263d8c75275d2d23dd5863129f2a317","4263d8c75275d2d23dd5863129f2a317"," 0;1166966900","0;30948105"," 0;3770721634","0;706119977297","0;997240708","FALSE"
"b02832d2885cc15f2d527e5196240109","b02832d2885cc15f2d527e5196240109","-0;1592213111","0;25349077","-0;6281148238","0;529928722822","0;991649568","FALSE"
"df25e08efec64fdffd8a5937db6e7016","df25e08efec64fdffd8a5937db6e7016","-0;4322919207","0;26806100","-1;6126624902","0;106817854013","0;734882700","FALSE"
"bd7708ea098ca95f13ed85fa6653f548","bd7708ea098ca95f13ed85fa6653f548"," 0;0404135489","0;26941200"," 0;1500064907","0;880759494349","0;997926688","FALSE"
"d765b57b216d52f666639be13a4c151a","d765b57b216d52f666639be13a4c151a","-0;1312234974","0;39811357","-0;3296132203","0;741692232023","0;997723954","FALSE"
"566e22f1997363f75206243267421078","566e22f1997363f75206243267421078","-0;2355821300","0;38890808","-0;6057527328","0;544678961436","0;997240708","FALSE"
"9c9c3ae63b62a460e5540854276817a2","9c9c3ae63b62a460e5540854276817a2"," 0;1632456964","0;24704108"," 0;6608038540","0;508738110930","0;990245474","FALSE"
"89f4555874c1c8448806c58e85b5626e","89f4555874c1c8448806c58e85b5626e"," 0;0564033162","0;28837151"," 0;1955925382","0;844929101136","0;997926688","FALSE"
"157a0bc003e9df7829f35bd01e666143","157a0bc003e9df7829f35bd01e666143","-0;4222058061","0;22179138","-1;9036168735","0;056960099631","0;608326931","FALSE"
"af2e03417c3f1c9dfeb95a930389e2e7","af2e03417c3f1c9dfeb95a930389e2e7"," 0;0964211234","0;25999386"," 0;3708592360","0;710742378398","0;997240708","FALSE"
"30b6f32f00fcad957a09afa53b5d9c08","30b6f32f00fcad957a09afa53b5d9c08","-0;6401685833","0;29315779","-2;1836996860","0;028984322874","0;493400969","FALSE"
"f71e3ac155445dc51e3a7c3cc44709a0","f71e3ac155445dc51e3a7c3cc44709a0","-0;1876182959","0;20073508","-0;9346562280","0;349965491692","0;964086477","FALSE"
"dd4060699d04d07061586001ea39bb77","dd4060699d04d07061586001ea39bb77"," 0;1443171130","0;27077104"," 0;5329857831","0;594043421733","0;997240708","FALSE"
"832a2524b48db66e0b03f8270948d018","832a2524b48db66e0b03f8270948d018","-0;3590319169","0;28991455","-1;2384059771","0;215565565477","0;873530968","FALSE"
"33a6ec92b2fb27bcbe4d1f461d794aa7","33a6ec92b2fb27bcbe4d1f461d794aa7"," 0;1674256140","0;18211740"," 0;9193279427","0;357924066525","0;970909426","FALSE"
"d6d6b7a6fd5053332cfb3c9bbedd0153","d6d6b7a6fd5053332cfb3c9bbedd0153"," 0;0056137663","0;19219550"," 0;0292086257","0;976698201848","0;997926688","FALSE"
"a22f3b2af9547a6b06f16c93b5383087","a22f3b2af9547a6b06f16c93b5383087","-0;0414137337","0;40057571","-0;1033855348","0;917656992181","0;997926688","FALSE"
"e17c38f6148e6f0ae8ccf0b3efcee2c7","e17c38f6148e6f0ae8ccf0b3efcee2c7","-0;0453198351","0;31413855","-0;1442670261","0;885289615229","0;997926688","FALSE"
"fef66d1a6c82c3be8bbea683b2af00a0","fef66d1a6c82c3be8bbea683b2af00a0","-0;2274380640","0;33436773","-0;6802033923","0;496375684671","0;990245474","FALSE"
"c007f1fd4845b295287af75d04830d3d","c007f1fd4845b295287af75d04830d3d"," 0;1301876792","0;34785024"," 0;3742635872","0;708208219910","0;997240708","FALSE"
"a91d418ab139f6607b986f6a6588c2e7","a91d418ab139f6607b986f6a6588c2e7","-0;3918656599","0;26424506","-1;4829630563","0;138084226499","0;789542739","FALSE"
"2c622d6bc2c837dbdc04330bb1db4031","2c622d6bc2c837dbdc04330bb1db4031"," 0;3286985140","0;38316448"," 0;8578522615","0;390974047480","0;981194343","FALSE"
"47f91cff14b1fcc00b34fad3d02be7aa","47f91cff14b1fcc00b34fad3d02be7aa"," 0;1440425695","0;19204668"," 0;7500393492","0;453231006096","0;981194343","FALSE"
"d556e58a61be40656918b959a7fedb0d","d556e58a61be40656918b959a7fedb0d","-0;1087587488","0;21261676","-0;5115248116","0;608983619211","0;997240708","FALSE"
"9f4024103fda014267fc5570fb5b3444","9f4024103fda014267fc5570fb5b3444"," 0;0525800864","0;16811071"," 0;3127705901","0;754454960826","0;997723954","FALSE"
"aed65798f59ea3e8b3c23a4aafdb398a","aed65798f59ea3e8b3c23a4aafdb398a"," 0;1621797292","0;33871529"," 0;4788084025","0;632074938568","0;997240708","FALSE"
"807727c0db24db0d86bf834420b34b8a","807727c0db24db0d86bf834420b34b8a"," 0;1120252151","0;29659955"," 0;3776985303","0;705654559720","0;997240708","FALSE"
"30623b496185c5d2734aab12ab609f24","30623b496185c5d2734aab12ab609f24"," 0;0206086291","0;33682501"," 0;0611849732","0;951211896987","0;997926688","FALSE"
"5c200f64fcab7b74cf4b83f033f8c570","5c200f64fcab7b74cf4b83f033f8c570","-0;0920425187","0;21969091","-0;4189637168","0;675242649450","0;997240708","FALSE"
"92029bdf9673ca396f605686df3c91a3","92029bdf9673ca396f605686df3c91a3"," 0;1797948367","0;30681696"," 0;5860003152","0;557875303008","0;997240708","FALSE"
"496ac0f204f3a2e87a9749fc9e313a5f","496ac0f204f3a2e87a9749fc9e313a5f"," 0;0952535652","0;52703874"," 0;1807335177","0;856576748718","0;997926688","FALSE"
"3edd6baef0d7f57d8d5168718b77161b","3edd6baef0d7f57d8d5168718b77161b","-0;3206101470","0;32847642","-0;9760522412","0;329038576671","0;959558392","FALSE"
"ad6e641762d7c464b8346bdfbbd59f6b","ad6e641762d7c464b8346bdfbbd59f6b","-0;1999742396","0;28430777","-0;7033723916","0;481823707280","0;981194343","FALSE"
"35cf7900898adde1b2dd43ee55a1d998","35cf7900898adde1b2dd43ee55a1d998"," 0;0797163634","0;19967853"," 0;3992235179","0;689728515875","0;997240708","FALSE"
"3ac9819daa199544f7d5933cfafac9aa","3ac9819daa199544f7d5933cfafac9aa","-0;3173360371","0;28917008","-1;0974027232","0;272465383516","0;921228981","FALSE"
"86af3994fc6b5bb6ca12e76c61e2d0f4","86af3994fc6b5bb6ca12e76c61e2d0f4"," 0;0929444295","0;31004668"," 0;2997755983","0;764348329504","0;997926688","FALSE"
"441c5f27025f034d78bf322a4cbb38ad","441c5f27025f034d78bf322a4cbb38ad","-0;2482964650","0;43023124","-0;5771232779","0;563856180432","0;997240708","FALSE"
"7d1e6eb5a37c8b8fe591d5188402a21a","7d1e6eb5a37c8b8fe591d5188402a21a","-0;5100492705","0;43806538","-1;1643222546","0;244293441065","0;893567110","FALSE"
"1b51d74030ae9693afe211d0eb94f2ab","1b51d74030ae9693afe211d0eb94f2ab"," 0;0832233599","0;38874177"," 0;2140839159","0;830481618306","0;997926688","FALSE"
"4eed24b394451dc3aa0091fb930bd763","4eed24b394451dc3aa0091fb930bd763"," 0;0310265773","0;22682355"," 0;1367872845","0;891198934679","0;997926688","FALSE"
"c7b464a3ec12b70a836aba7a5a00d0ad","c7b464a3ec12b70a836aba7a5a00d0ad"," 0;6817382895","0;25971957"," 2;6249014803","0;008667404216","0;282739849","FALSE"
"67317eae38c940c81c19dfeee8a2640a","67317eae38c940c81c19dfeee8a2640a","-0;0464921727","0;25604168","-0;1815804823","0;855911967033","0;997926688","FALSE"
"d085cf284c9f7bb0c987b418bf3790d9","d085cf284c9f7bb0c987b418bf3790d9","-0;5269744532","0;35045470","-1;5036877777","0;132661777739","0;775076001","FALSE"
"e93e69a4b3221fad1df568b0633e21e9","e93e69a4b3221fad1df568b0633e21e9","-0;0248198610","0;24028281","-0;1032943678","0;917729345550","0;997926688","FALSE"
"684991f850f15c71841499c31f9bf317","684991f850f15c71841499c31f9bf317"," 0;2301325236","0;19786642"," 1;1630701123","0;244801057156","0;893567110","FALSE"
"2de0bb5316c5eb9301d94e1a730fef29","2de0bb5316c5eb9301d94e1a730fef29","-0;5494463361","0;29888241","-1;8383361267","0;066012890794","0;644103484","FALSE"
"aadc56f0af23e1200e9c17a5c7d14477","aadc56f0af23e1200e9c17a5c7d14477","-0;1385928713","0;27833156","-0;4979416265","0;618525186369","0;997240708","FALSE"
"5cd8e3a132aaa919d5a2bed85d67b0a1","5cd8e3a132aaa919d5a2bed85d67b0a1"," 0;0863562399","0;26063176"," 0;3313342876","0;740391994802","0;997723954","FALSE"
"0cc9d6799693b6d57a35a36f9d8b04a8","0cc9d6799693b6d57a35a36f9d8b04a8","-0;0127730778","0;23430617","-0;0545144744","0;956525276872","0;997926688","FALSE"
"ec1868ba401e82509bdcbe531d0a1449","ec1868ba401e82509bdcbe531d0a1449","-0;2502103704","0;32563328","-0;7683808412","0;442260959267","0;981194343","FALSE"
"ae38a577008fc3ac3eeb8371770cd1b0","ae38a577008fc3ac3eeb8371770cd1b0","-0;2123460566","0;26010182","-0;8163959034","0;414273738891","0;981194343","FALSE"
"2d14b64e8b1e2af2563c09a6f829ae9e","2d14b64e8b1e2af2563c09a6f829ae9e"," 0;0426828137","0;20259564"," 0;2106798208","0;833137121847","0;997926688","FALSE"
"1f342f35eee1d8cc1bf89bbd9b4f405a","1f342f35eee1d8cc1bf89bbd9b4f405a"," 0;2507516545","0;31914899"," 0;7856883918","0;432050065577","0;981194343","FALSE"
"133d10540ef753bac157ef415b4c6033","133d10540ef753bac157ef415b4c6033"," 0;0465865011","0;21505801"," 0;2166229489","0;828502199700","0;997926688","FALSE"
"6d342b9336b7fe9831ba78fd1a84b399","6d342b9336b7fe9831ba78fd1a84b399","-0;0537651840","0;41064176","-0;1309296550","0;895830955347","0;997926688","FALSE"
"ddc3c29393cfa6012280a13753f450bc","ddc3c29393cfa6012280a13753f450bc","-0;5815370438","0;43603648","-1;3336889583","0;182305814949","0;844492856","FALSE"
"c1c0bf6a6af826bb9ebb91eca40c50bb","c1c0bf6a6af826bb9ebb91eca40c50bb","-0;0285728786","0;29336679","-0;0973964304","0;922411579370","0;997926688","FALSE"
"770c8f9686a4a2b0adeb38ed1d251a6b","770c8f9686a4a2b0adeb38ed1d251a6b"," 0;3676975189","0;21374475"," 1;7202645224","0;085384369229","0;680578812","FALSE"
"9166d17e8c1c76d5285ed26a3ea62418","9166d17e8c1c76d5285ed26a3ea62418","-0;1543970573","0;28071830","-0;5500070923","0;582314509087","0;997240708","FALSE"
"bde1e0a1f05c4502be099064f00018b9","bde1e0a1f05c4502be099064f00018b9"," 0;0707417505","0;31240548"," 0;2264420888","0;820857595771","0;997926688","FALSE"
"00087f2618e5da649e1d3b783adf4dd1","00087f2618e5da649e1d3b783adf4dd1","-0;1137774035","0;16305844","-0;6977707008","0;485320605007","0;981194343","FALSE"
"8307d0bb9739747e962227d2fec9b6c1","8307d0bb9739747e962227d2fec9b6c1"," 0;0871066287","0;32032766"," 0;2719297784","0;785676013810","0;997926688","FALSE"
"4976295d92e1d394d8006bb224948b85","4976295d92e1d394d8006bb224948b85","-1;1621495014","0;38603869","-3;0104482956","0;002608623571","0;161682489","FALSE"
"5004760eaff47482cdfc264deed24304","5004760eaff47482cdfc264deed24304","-0;2055433175","0;31079940","-0;6613375642","0;508395856493","0;990245474","FALSE"
"9a2e63b35afe382c19a6dab7c8f0c768","9a2e63b35afe382c19a6dab7c8f0c768"," 0;3141377609","0;25448737"," 1;2343942966","0;217056013240","0;877961277","FALSE"
"472d174ec957aa5446cf89d67965c4dc","472d174ec957aa5446cf89d67965c4dc"," 0;1840917517","0;38473923"," 0;4784844821","0;632305416490","0;997240708","FALSE"
"0c0b857ebb6ce253f30799f1c959b227","0c0b857ebb6ce253f30799f1c959b227"," 0;1243603195","0;26490070"," 0;4694601391","0;638740770425","0;997240708","FALSE"
"531173e5042abc231ed3d122d96d195b","531173e5042abc231ed3d122d96d195b","-0;0873061103","0;29899493","-0;2919986362","0;770287666702","0;997926688","FALSE"
"ca92d3e8fe6892959ad171176cf2c8f0","ca92d3e8fe6892959ad171176cf2c8f0"," 0;2779104560","0;23245800"," 1;1955297496","0;231880120080","0;893141862","FALSE"
"535cef94d1b4789938481fb2b61b9142","535cef94d1b4789938481fb2b61b9142","-0;1947347048","0;29940706","-0;6504011731","0;515433119777","0;990245474","FALSE"
"f26325909c734ce6bceeb44ae0b3c90c","f26325909c734ce6bceeb44ae0b3c90c"," 0;0782440832","0;20880399"," 0;3747250361","0;707864970617","0;997240708","FALSE"
"a6b78a7dfc20d23390d3bbc6f807a493","a6b78a7dfc20d23390d3bbc6f807a493"," 1;0997694116","0;37867666"," 2;9042439873","0;003681411455","0;172859001","FALSE"
"97e0df1ac5678a7e183d57c4a90e9a4e","97e0df1ac5678a7e183d57c4a90e9a4e","-0;4831729836","0;37709472","-1;2813040300","0;200086897948","0;864127410","FALSE"
