"","average","sd","ratio","ava","avb","cumsum","p","padj"
"b87d9b4f2549e34b9cc7530a439832fa",1;13694324693453e-05,3;70679597297037e-05,0;306718593422735,0,2;27388649386906e-05,0;988877175074819,0;358,0;94732601299103
"286f1d7d0c92e9d2b5512f9f97056cf0",1;13531604677643e-05,4;54447088651272e-05,0;24982359335734,7;56402269855154e-06,1;56465664168804e-05,0;988895690953471,1,1
"5d0e1f02746d675033af1a167c8d0adb",1;13266022073358e-05,3;02678427824288e-05,0;374212403862199,1;71109642305378e-05,6;60720185001652e-06,0;988914163518234,0;294,0;914923076923077
"564a82da0c42193a5e42a4967d126d19",1;13147826978306e-05,2;95387015899413e-05,0;383049426305305,1;88548236044117e-05,4;75945704114075e-06,0;988932616806549,0;181,0;890725501113586
"6d589b793468ef0b2c74f829916e1e6c",1;12623205411463e-05,3;80760270016537e-05,0;295785076017968,4;3222986848866e-06,1;87786488887243e-05,0;988950984534291,0;87,1
"c3fa428c21f33c90ecfd3fbcbc3cc249",1;12585420666357e-05,2;10784106949431e-05,0;534126705735777,1;02332972085222e-05,1;48580158351196e-05,0;988969346099715,0;668,1
"b7a556e86d717c302d496dc9dcb1cdba",1;12567116422192e-05,3;31898412348741e-05,0;339161358518078,4;68770508709756e-06,1;86182758275745e-05,0;988987704679898,0;738,1
"e77083514c15653bfaae427077e01424",1;12500515877837e-05,3;85576755074592e-05,0;291772038633587,2;1054915390757e-05,1;67641783038004e-06,0;989006052398194,0;239,0;890725501113586
"e2e531be58f9376b7ce1fc298467ab4f",1;12324785346043e-05,3;85320498103227e-05,0;291510018021286,2;0370828503117e-05,2;42918913666618e-06,0;989024371456582,0;225,0;890725501113586
"11a13e65565ebf83cc5956d0febb4a10",1;12324088737697e-05,4;27455763696681e-05,0;26277359735732,1;7932308132445e-05,5;02925349114013e-06,0;989042690401361,0;283,0;905938959660297
"9c174b3e3a0325a850c8ff0cf8159166",1;12182275312055e-05,2;40756771181471e-05,0;465956885704775,1;49175754218507e-05,9;41806670474561e-06,0;989060986217776,0;466,0;94732601299103
"5b8fa8f4da227c754b08a551b969e4ed",1;12133625117016e-05,2;82904956407669e-05,0;39636500731868,1;19102619383983e-05,1;19763357538032e-05,0;989079274099828,0;926,1
"f721a88721108e35bed151360fc69147",1;12005087080978e-05,2;37747653200813e-05,0;471109117474118,6;44236219995758e-06,1;78532006824657e-05,0;9890975410186,0;575,0;984331034482758
"2b4937d7478c03f72a606d72d577c59f",1;11873546419453e-05,3;20758425068073e-05,0;34877820090216,2;2177283392142e-06,2;06005266125192e-05,0;989115786484396,0;332,0;94732601299103
"3df18ba02ce2d2ebaea7483a763bdb52",1;117513586591e-05,2;09290865965637e-05,0;533952392731024,1;45265124723025e-05,1;07909743856079e-05,0;989134012022579,0;817,1
"17b120c1afd47e5df0e931dcd0e9d377",1;11594359207848e-05,3;43181052264936e-05,0;325176341966856,8;68692747718596e-06,1;46417180210047e-05,0;989152211955709,1,1
"6ec177e4bcd86fe7b7fbe25c76540362",1;11559104886291e-05,2;48379455491059e-05,0;449147876042055,6;4751942125041e-06,1;74300480944408e-05,0;989170406139209,0;62,1
"d88fb3eb65aa60b03195212af1011f2e",1;11533717889101e-05,2;38777374155807e-05,0;467103377292036,8;92145846457021e-06,1;53799606778823e-05,0;989188596182342,0;853,1
"c3ed17b82d09917f50101e2deded125c",1;11379927020238e-05,3;14975747362553e-05,0;353614295554108,1;44906665830189e-05,8;97123087423188e-06,0;989206761143709,0;739,1
"957bb0fe38740142ff0c6f75351dbba7",1;11377830930245e-05,1;991289546545e-05,0;559325142461032,1;39950914643682e-05,1;11047052687568e-05,0;989224925763225,0;641,1
"31e66984d56318575830995009acb3b9",1;11306821375065e-05,2;34369560697076e-05,0;474920126333851,6;17620766892851e-06,1;77872627471884e-05,0;989243078801787,0;483,0;94732601299103
"b5472207bd139eae12fd3eccf26513a4",1;1110680251204e-05,3;06004473715462e-05,0;363088817503212,1;19929581462715e-05,1;14655801233489e-05,0;989261199219256,0;941,1
"eddb922fa9494a883b2e52bbfbed66f2",1;11091039591265e-05,3;41207675483016e-05,0;325581889194033,2;2218207918253e-05,0,0;989279317065949,0;051,0;750592233009709
"8efffbae180340697c979222d81f1b3e",1;10986003706341e-05,1;91762566606073e-05,0;5787678256014,1;10386405023745e-05,1;43031980098791e-05,0;989297417782331,0;95,1
"ab737461d8502aa39cb96c6cefeb4c90",1;10917054659866e-05,4;51978868688577e-05,0;245403186617316,2;21834109319733e-05,0,0;989315507253807,0;233,0;890725501113586
"db2b12300145e6ef2ef64fd74eddd8eb",1;10884959033742e-05,3;57232315782069e-05,0;310400134968159,1;60337391349249e-05,6;93397125868913e-06,0;989333591490805,0;521,0;952177934849416
"4e8319199d885d2e3c1983f67102c533",1;10644214476306e-05,3;45193818016629e-05,0;320527798301926,8;64459736977319e-06,1;44291186444383e-05,0;989351636464754,1,1
"3732a14aa6f8749ad2e8f8d842723d39",1;10629047347596e-05,4;01522244308753e-05,0;275524080958581,2;01332889928844e-05,2;31132375289638e-06,0;989369678965094,0;233,0;890725501113586
"95bfb50ffb2c33b72cdb4298db33d328",1;10545531979996e-05,2;41551111133076e-05,0;457648617145438,1;36680371976594e-05,1;03712912870377e-05,0;989387707844906,0;721,1
"f3e5f357ae59fac12aab11bfdcd61765",1;10147880898192e-05,3;24948326073195e-05,0;338970451792328,7;54127464169603e-06,1;54938048235018e-05,0;989405671871771,1,1
"61ba11190dd9da858fb9743b7b2282fe",1;10135429907131e-05,3;17817722752904e-05,0;346536464213355,1;56520420346488e-05,7;39505097826193e-06,0;989423633868003,0;46,0;94732601299103
"2b9f567f124a1a1334135dd9072a192b",1;10121257811348e-05,3;07276343420016e-05,0;358378574105927,8;42677338468158e-06,1;47210479622123e-05,0;989441593552907,0;948,1
"129daaf4b6913c31311d7626883e4a2f",1;10113748852781e-05,1;85116716711259e-05,0;594834171700085,1;19070576849862e-05,1;33646906893141e-05,0;989459552013173,0;856,1
"b18f5b7677b1ce29be5b68e9b3778e2c",1;10112485838416e-05,2;25890205142646e-05,0;487460205584753,1;13210385678566e-05,1;28928537215892e-05,0;989477510267455,0;936,1
"ef95941ec445f384c2e412700e1b43c2",1;1001222893896e-05,4;06080608753932e-05,0;27091229319355,2;2002445787792e-05,0,0;989495452170831,0;243,0;890725501113586
"bb76b3e2cd4033bbcd05c8ab58b60f97",1;09932881700599e-05,1;88092637697788e-05,0;584461375235909,6;99934712535361e-06,1;76729434278761e-05,0;989513381133459,0;375,0;94732601299103
"1842a17f5eb14cc6cb8d556dbb7ae19e",1;09916562716725e-05,1;98616695735564e-05,0;553410489030925,1;1765981836277e-05,1;32431741135527e-05,0;989531307434623,1,1
"597eebaae9cb8cb85ab498748c938d1a",1;09899937145818e-05,4;18802454654541e-05,0;262414739752353,1;51280453971031e-05,7;35949329369464e-06,0;989549231024321,0;634,1
"629e3f12289ced5ca1045850bd661812",1;09857024052126e-05,1;68032649554695e-05,0;653783799417906,1;06475680196711e-05,1;53661255908166e-05,0;98956714761532,0;972,1
"5e58bd48c541ece90bc174cdd08f4866",1;09781103057473e-05,3;50365248655911e-05,0;313333309963305,9;52378231300292e-06,1;33533596539355e-05,0;989585051824357,1,1
"a783a11d25a56c4683a875713435524d",1;09620497018442e-05,3;06898555467445e-05,0;357188051444152,9;67059378735267e-06,1;31611726990272e-05,0;989602929840142,0;548,0;965330568720379
"89aef73efbe34d0088a74a2decdd4eab",1;09205820445125e-05,2;63376721809073e-05,0;414637328975074,1;06308657788166e-05,1;28749036659369e-05,0;989620740226291,1,1
"3b0cca20a06e4ce9dca3ca2cbcf27f7f",1;09103517508019e-05,3;17224005760237e-05,0;34393209696268,4;06061688891776e-06,1;85695506543349e-05,0;989638533927845,0;774,1
"d90a28581d38e7892fb5be04e7840b5d",1;09015972386427e-05,2;61586640984349e-05,0;416749005133445,1;94457604595516e-05,3;24490954814635e-06,0;989656313351659,0;134,0;854124330117899
"007f6f64250509effa016dac479b5e74",1;08849529520538e-05,2;76049948000399e-05,0;394310994474017,1;37360954448669e-05,9;31922013271917e-06,0;989674065630292,0;499,0;94732601299103
"3818eaf7f85c61d25ceb3bd3e6171e56",1;08727357270332e-05,4;10725041126099e-05,0;264720546310569,1;08057467122165e-05,1;16601078559977e-05,0;989691797983843,1,1
"a845275a0be138c3b7ae0161f62e9eec",1;08710144071222e-05,3;07081378609099e-05,0;354010863711816,8;24469428635489e-06,1;45966270994036e-05,0;989709527530091,1,1
"9d4e82e2c1552afe59de0085910faaf8",1;08667250957541e-05,2;09670987503784e-05,0;518275094953612,1;1945073144219e-05,1;21991817099169e-05,0;989727250080899,0;764,1
"447d3eba7879c14aabe811b5b1c8d878",1;0860976856629e-05,4;29606749069845e-05,0;252812063128534,1;49369771591214e-05,7;28756740999854e-06,0;989744963256898,0;733,1
"a2e5af4690d26741906330f13becff99",1;08502118956425e-05,3;76268349385731e-05,0;288363661555795,1;7571957390285e-05,4;74574662458771e-06,0;989762658876314,0;505,0;94732601299103
"4cec85aaf4a2ea3dd5da690813a24023",1;08392153338246e-05,2;09264310916563e-05,0;517967697709639,1;36754522839829e-05,1;03056068426558e-05,0;989780336561428,0;544,0;96313426615064
"53266d68c348a1a7d7687eca4fd8d647",1;08301380231979e-05,2;32328808843244e-05,0;466155621299001,7;80231577351654e-06,1;5632670614386e-05,0;989797999442349,0;699,1
"a2bd381418edcc7bd0f9ee55d632ea5b",1;08277860049611e-05,2;32257387832199e-05,0;466197700147385,1;93574639839408e-05,3;33713767027745e-06,0;989815658487362,0;063,0;78876
"3336c4d6fb95b06d26fd31258a87f111",1;08230619757371e-05,2;34506299374451e-05,0;461525426165855,1;24156953921714e-05,1;1262927207633e-05,0;989833309827951,0;976,1
"4a590fe4a8dc652cdb1e06f2dfc85f31",1;08104894178822e-05,5;72366371782043e-05,0;188873594796006,2;16209788357643e-05,0,0;989850940663946,0;511,0;94732601299103
"420b7c786b749d254185ba38f5951e73",1;08014186721762e-05,2;05202938201572e-05,0;526377388493626,1;58604708319296e-05,8;05112726952795e-06,0;989868556706453,0;252,0;890725501113586
"ab50ba2c1bb9d69c78021ec98557703b",1;08003751712537e-05,1;79556054179368e-05,0;601504372582426,1;35560232134864e-05,1;12754045364639e-05,0;989886171047115,0;698,1
"4f4f9492b137f51543a7b2f848d60b98",1;07960754582052e-05,2;43731620857409e-05,0;442949315325862,1;2278088092555e-05,1;11616564034934e-05,0;989903778375371,0;917,1
"bfa710c4cd084f040b3a469872bc0235",1;07943726837887e-05,5;03084623425784e-05,0;214563756894095,2;15887453675775e-05,0,0;989921382926571,0;265,0;890725501113586
"09237b794497083a67dab1f90edd5c0e",1;07930592741596e-05,4;38038230581685e-05,0;246395371925122,1;56683327327139e-05,6;35614032046504e-06,0;98993898533573,0;514,0;94732601299103
"3015b97fbadff670d63716e1225d5d77",1;07899135438692e-05,5;10429959236511e-05,0;211388719424082,2;84055863237653e-06,1;89286390308537e-05,0;989956582614514,1,1
"76cd93c2046efde97fe450fb0fb7a1cd",1;0766042505337e-05,4;32384623395621e-05,0;24899226112133,0,2;15320850106741e-05,0;989974140962003,0;732,1
"73573985b67c2f4f3f9af0d555525917",1;07599157385013e-05,2;34386769688314e-05,0;459066685069714,3;68950820700355e-06,1;8895015828642e-05,0;989991689317343,0;219,0;890725501113586
"139560f8583ff87f347ea27f0d30c7cd",1;07581952199976e-05,3;32390964187091e-05,0;323660880683332,8;64459736977319e-06,1;38252592235718e-05,0;990009234866687,1,1
"1500b555ae7c4e0a993e1733989fde9d",1;07079325615322e-05,3;94048735839373e-05,0;271741325060286,2;14158651230644e-05,0,0;990026698442621,0;242,0;890725501113586
"ae08e60751ed96f01f626b51ae19c881",1;06966554016218e-05,2;27887443918455e-05,0;469383271745741,5;31103727681858e-06,1;74985501335767e-05,0;990044143626626,0;343,0;94732601299103
"6938f70ecfec96cbe7153a9051eb6c53",1;06690664136285e-05,3;56265725099466e-05,0;299469347230912,1;63503911666822e-05,5;66483975584541e-06,0;990061543815728,0;484,0;94732601299103
"380004ea48bf2a8032fceaa8601c9eec",1;0665949360682e-05,3;3500792039361e-05,0;3183790206557,2;13318987213641e-05,0,0;990078938921225,0;121,0;845578143360752
"00087f2618e5da649e1d3b783adf4dd1",1;06645362527551e-05,1;8601470343058e-05,0;573316843027686,1;57901108699124e-05,9;13844305941703e-06,0;990096331722084,0;419,0;94732601299103
"a7f2ed23727b5ad15c9ff563ac356ef7",1;06354235887979e-05,2;17945545724079e-05,0;487985361364644,1;59200797471248e-05,7;16187809384267e-06,0;990113677043075,0;262,0;890725501113586
"d76cd84fcfd7790780c446c4fe5926b6",1;06264645695452e-05,2;28833555492403e-05,0;464375276898497,1;95552385644043e-05,2;54423793713188e-06,0;990131007752795,0;071,0;810435700575816
"4639384c7b7375d21e15eae0ca84d15f",1;06147904683028e-05,4;07180039960345e-05,0;260690343989763,2;12295809366056e-05,0,0;990148319423213,0;239,0;890725501113586
"a7263c2413544c3823b23a75f797ba45",1;06118088085803e-05,3;21368361316759e-05,0;33020701742698,0,2;12236176171606e-05,0;99016562623084,0;227,0;890725501113586
"67da45e55e0d383ba568dfca079c6fc1",1;05928884777069e-05,3;20430535317471e-05,0;330582991012758,1;80384104803173e-05,3;8288503876711e-06,0;990182902181284,0;241,0;890725501113586
"7379acd5ea70366d6c8a4563dffe2e68",1;05471401866227e-05,2;47714732836546e-05,0;425777670381122,1;30130169028392e-05,9;72310612332107e-06,0;990200103520803,0;72,1
"09058d4bdada22c7d6ef4ddf0b6b5ce0",1;05207666345744e-05,3;02715003330301e-05,0;347546917689272,5;69398259918918e-06,1;62245833569887e-05,0;990217261847674,0;859,1
"3aa63b4cd901d61ceebef251172af425",1;05142651723369e-05,3;6697590789873e-05,0;286511047347511,1;11805756133012e-05,1;05774328596224e-05,0;990234409571305,0;877,1
"230bce8c8c1c61cfe29143c7c307995b",1;05117195146634e-05,4;64782511313701e-05,0;22616426519475,2;10234390293267e-05,0,0;990251553143221,0;233,0;890725501113586
"dd352330f1eaf32a8a5415c20aa7c6ce",1;04706766587292e-05,3;31257869241433e-05,0;31608839007226,1;75907476117119e-05,3;88670261866589e-06,0;99026862977831,0;227,0;890725501113586
"2ba45d76f03a2f491ce60fef63c351bd",1;04682632360523e-05,3;52763781769191e-05,0;296749943646471,1;97031394664196e-05,1;46526587249256e-06,0;990285702477346,0;188,0;890725501113586
"eacf813d3fe2547ca564a6b0298bc4b1",1;04680626134039e-05,2;19304546265077e-05,0;477329941019598,3;24172401366495e-06,1;87587540472918e-05,0;990302774849186,0;14,0;860992761116856
"63add3cc1a8f1df6ccfac231837d41f7",1;04639088148043e-05,3;00873069436935e-05,0;347784826152334,6;69672155299651e-06,1;51169859051932e-05,0;990319840446593,0;948,1
"25ae17120064096aff825ac67381fc2c",1;04617767300876e-05,3;38107212880182e-05,0;309421873640862,1;23870148892468e-05,9;36233956354475e-06,0;990336902566781,0;762,1
"432a5c3e267da1447c539bf2cad59474",1;04550062435078e-05,1;57831671941914e-05,0;662414971271131,8;80977599081578e-06,1;54398035103436e-05,0;990353953644977,0;428,0;94732601299103
"7eb4a5b0e3016289182dcbff13fb20af",1;04447185133213e-05,2;57673368839474e-05,0;405347225456897,1;42629143633006e-05,8;01724857126633e-06,0;990370987944906,0;549,0;965376404494382
"2a68b14fd31dbe3452da79d5fd2fab0d",1;04280329770268e-05,2;26654241504544e-05,0;460085498855212,1;16932775937349e-05,1;11152228593543e-05,0;990387995032379,0;963,1
"0dc1db77d3a9494496a058b3d3335f9b",1;04188960727185e-05,2;62744729398118e-05,0;396540630770619,2;08377921454371e-05,0,0;990404987218468,0;061,0;78351403887689
"6b060ec5e7d9eb89c70b2b2579fad78e",1;04138614080217e-05,1;27214272915232e-05,0;818607941497323,1;59868662279379e-05,9;91928619167458e-06,0;990421971193518,0;211,0;890725501113586
"a5a79ee2eaddcaecbf5c5c61a40024e2",1;04113823185411e-05,2;62700897844526e-05,0;3963207740806,4;45390403334391e-06,1;7720214781294e-05,0;99043895112542,0;719,1
"631d7cbb3195e4a6b0a943889d8eb5de",1;04058087313188e-05,3;53927675556601e-05,0;294009467187164,5;07577111114721e-06,1;63367701048218e-05,0;990455921967353,0;809,1
"61655b5c45e2f652d2537ba6ef4e25ee",1;0381433862016e-05,3;23951899934301e-05,0;320462200225446,1;52140327291269e-05,6;35614032046504e-06,0;990472853056292,0;492,0;94732601299103
"e80561dfec9ae4723ce943f1a6d3409f",1;03799184071446e-05,5;49569590093072e-05,0;188873594796006,2;07598368142892e-05,0,0;990489781673675,0;495,0;94732601299103
"e24a315688b2ea9dfff0a8ff1db8829e",1;03662482244245e-05,3;913041324362e-05,0;264915378222198,2;0732496448849e-05,0,0;990506687996345,0;227,0;890725501113586
"42f61a43deb97ccfae541e1d17fea269",1;03442793157814e-05,2;80949612307754e-05,0;368189841260581,9;09162153217756e-06,1;27948623476941e-05,0;990523558489904,1,1
"967f979b52a2f5dfb07d799231cf498f",1;03352130640338e-05,1;98066812652371e-05,0;521804381341424,6;2787458264282e-06,1;6675555115522e-05,0;990540414197306,0;627,1
"a526a86bd8b0c00b6658043accda51eb",1;03195651034434e-05,2;32086496488886e-05,0;44464306452821,8;00580261568404e-06,1;4428816470636e-05,0;990557244384437,0;568,0;978533024333719
"262a671699bc2bc86e4744f295ede43b",1;03127464797754e-05,2;11436838269344e-05,0;487745965376111,7;03116714507378e-06,1;5437763242095e-05,0;990574063451068,0;7,1
"f4ecc97ddb295f0f7ea6e4f2c2527a65",1;02931124792123e-05,2;80491665597987e-05,0;366966785172321,1;04536405833771e-05,1;1233705022443e-05,0;990590850496592,0;752,1
"b2e76e67d1a10896e4edc9ebf88ba58a",1;0291015354727e-05,1;80376175708795e-05,0;57053074300351,1;83758480749341e-05,4;03935370735025e-06,0;990607634121914,0;041,0;734418674698795
"384096948b5774e516e7e10042eb907c",1;02721358718883e-05,2;87746762039498e-05,0;356985281053425,1;80219668923097e-05,3;18029742141485e-06,0;990624386956672,0;169,0;890725501113586
"c346bc05710577b5148c89ef30a1509a",1;02693184227569e-05,2;49693992899429e-05,0;411276150599793,1;26728666280202e-05,9;28654577933412e-06,0;99064113519645,0;68,1
"fe9ab71b49502378ad7cc2f2362bcbd1",1;02654593766057e-05,5;43509503681176e-05,0;188873594796006,2;05309187532113e-05,0,0;990657877142506,0;514,0;94732601299103
"0d257beebb33de1e24055bc3e294f02f",1;02615699187887e-05,3;38115368514268e-05,0;303493152762611,6;08084923403017e-06,1;51406895053711e-05,0;990674612745243,1,1
"698ce67f5fd923a78934a931c370170e",1;02551290549378e-05,2;71158459371043e-05,0;378196906662059,1;21585657454551e-05,9;65027432892785e-06,0;990691337843569,0;816,1
"88175486dbdb09534623c0f540e4a011",1;02334351514575e-05,2;69553853496935e-05,0;379643437431838,1;29655097380597e-05,8;73151675845855e-06,0;99070802756129,0;707,1
"ad485e2aaa23344038247283fe541a39",1;02199632628946e-05,3;76194074694186e-05,0;271667310847535,2;04399265257893e-05,0,0;990724695307698,0;265,0;890725501113586
"50982a69a6e12846fe467ca01177f0aa",1;02180450705841e-05,1;93747065662087e-05,0;527390958705167,1;46850500091225e-05,7;63378918384687e-06,0;990741359925724,0;214,0;890725501113586
"c03b379fb66598377a4403a22d274b09",1;02033504645562e-05,2;72391090286388e-05,0;374584589159233,1;42778643895762e-05,7;08069416550801e-06,0;990758000578305,0;369,0;94732601299103
"4aff7fd80cce75eaa538a0b89faab886",1;02016185628399e-05,2;10694964925475e-05,0;484189005961692,1;00446003337825e-05,1;23120044351977e-05,0;990774638406326,0;88,1
"f76ee35862ea07d6d94bcfa775073b7b",1;01997893560617e-05,3;75064967669712e-05,0;271947268747417,2;03995787121233e-05,0,0;990791273251093,0;23,0;890725501113586
"a16cd5d589b8b130559b9ed71154ecdd",1;01835644944766e-05,3;87303901794012e-05,0;262934725090704,1;21818506667533e-05,8;79159523495538e-06,0;990807881634719,0;744,1
"b5d2fba4c692025f5ec0fb0eb9141d59",1;01819588037818e-05,2;74039108229612e-05,0;371551304102571,1;02199632628946e-05,1;13613821417813e-05,0;990824487399623,1,1
"d6e66012dbdab5161f216ceec1c1f9a8",1;0172424236617e-05,1;84507783163184e-05,0;551327649285137,1;03084368429201e-05,1;2613557103859e-05,0;990841077614594,0;966,1
"5766f5fc1e37a5eeb8f5a461c045d57e",1;01512695486953e-05,2;7123692783171e-05,0;374258388407708,1;01502074951148e-05,1;14187789725584e-05,0;990857633328367,1,1
"2b18e1040b26902608fdaec5bd2a163f",1;01302266419024e-05,3;85043191900667e-05,0;26309325434108,2;02604532838047e-05,0,0;990874154723246,0;233,0;890725501113586
"4449d3153ada31f48be50b965c550fec",1;01269265268306e-05,2;28311110683167e-05,0;443558199884718,7;54127464169603e-06,1;42840606568979e-05,0;990890670735965,0;92,1
"76cb8a80d659ef97153a4cac2d651631",1;01186713218732e-05,3;8389024092364e-05,0;263582405677407,1;18863213834381e-05,8;96961542773854e-06,0;990907173285264,0;76,1
"b9efcaecbb4b87d241d7bab0ce6ae280",1;00867976620612e-05,3;05423228648856e-05,0;330256402130366,2;1611493424433e-06,1;84446758501677e-05,0;990923623851784,0;495,0;94732601299103
"21dc61bd56464e29a36d6c12627d62bd",1;00824595824069e-05,5;33820494775702e-05,0;188873594796006,2;01649191648139e-05,0,0;990940067343327,0;469,0;94732601299103
"f31d9955bf6a31eea46ab8c45a251d8d",1;00727997328729e-05,3;35839703700339e-05,0;299928794061247,1;63073094743831e-05,4;45241638998079e-06,0;990956495080614,0;38,0;94732601299103
"440a926c97f023564d9fb8389d285c29",1;00627678345843e-05,3;07890935424183e-05,0;326828973406468,6;44443855693268e-06,1;45403555864936e-05,0;990972906456869,1,1
"a884c39e8bcfb38b840c0d242a375ed7",1;00213129559546e-05,2;46977914898404e-05,0;405757452445775,1;43628895398285e-05,7;06914548813566e-06,0;990989250224329,0;505,0;94732601299103
"207e70faa642ab2ff7b34c3abf0e5bf2",9;98954869150169e-06,4;59064548601975e-05,0;217606624644043,1;72891947395464e-05,2;88915469112047e-06,0;991005542187425,0;514,0;94732601299103
"11f18f72e699a2b75d96be9a96b044b5",9;98922421464542e-06,2;61714086062949e-05,0;381684622517519,1;74048994773127e-05,3;24490954814635e-06,0;991021833621331,0;164,0;890725501113586
"3537a99f8fc065d48552077f86fb26b8",9;96445817109545e-06,2;279323973938e-05,0;437167260338153,1;18523765921559e-05,9;59519693014271e-06,0;991038084664276,0;709,1
"107b74f95d10fdd4436c7d496a435085",9;93859023961075e-06,1;63676979422574e-05,0;607207578895486,9;50432802865522e-06,1;38841532891028e-05,0;991054293519191,1,1
"9c22ca06d2d68678bea26083a4595a35",9;9375360643054e-06,4;56350829286362e-05,0;217760885410149,1;71851694851538e-05,2;88915469112047e-06,0;99107050065485,0;491,0;94732601299103
"5316452a2bd26fae628f95cfe940693b",9;88145898439139e-06,3;00501025402645e-05,0;328832787547101,1;39519366068906e-05,6;70567132152018e-06,0;991086616334354,0;593,0;993400281690141
"86455739e08bdbf381e28991ff01a2d0",9;87019602137567e-06,3;05604521795178e-05,0;322972839648978,8;54097389878376e-06,1;20290046731504e-05,0;991102713645082,0;871,1
"a342d1bab587207549f57e9aa82e45db",9;83918974364818e-06,3;01805543206235e-05,0;326010902222717,1;52390728004575e-05,5;1495957567331e-06,0;991118760387647,0;352,0;94732601299103
"8e3bd3a40c0acb366b2ea5f8b39cb141",9;8245603369223e-06,3;16859617652268e-05,0;310060348166679,1;23561666133825e-05,8;08198364206511e-06,0;991134783271101,0;749,1
"1c1fc2434f70a4020a1eb4145d57cebf",9;77498847522709e-06,2;95862229187513e-05,0;330389874438209,6;83277911902701e-06,1;35286144641527e-05,0;991150725307765,1,1
"db8b4c67f56b83e3e926d69849d14131",9;76069307842441e-06,3;68468253590267e-05,0;264899159786998,1;95213861568488e-05,0,0;991166644030054,0;239,0;890725501113586
"443660e0e7e3647b26c1dbf8af209a2a",9;7588720269394e-06,1;35629221367252e-05,0;719525772437687,1;88652969439278e-05,3;77705874878702e-06,0;99118255978239,0;003,0;318589285714286
"81eb4c04a9694c9febecf4cc0bdab309",9;75078147807763e-06,1;54424994933473e-05,0;631425080005884,1;39762007745113e-05,8;57632722666397e-06,0;991198462339842,0;275,0;89269923580786
"e5c920e2766434e4e40546732bf160ba",9;74146965432123e-06,2;65371820329383e-05,0;367087569517743,1;75563410278382e-05,2;42918913666618e-06,0;991214349710634,0;136,0;854920251836306
"62ca9da1788bc6b362e55c7ea0579cde",9;740825921107e-06,2;09377871068038e-05,0;465227097372754,6;07045378525428e-06,1;49458093671728e-05,0;99123023603156,0;562,0;974406413994169
"2d2dde66cb19ab13e894f40bb4e54cd7",9;70912279294333e-06,2;00775407618384e-05,0;483581276617181,1;41771250800638e-05,7;63325018344262e-06,0;99124607064783,0;589,0;990325982471021
"3f778c43a6c8c28b204ae0180d63a885",9;68639039459014e-06,3;31179377465648e-05,0;292481689793468,0,1;93727807891803e-05,0;991261868189812,0;395,0;94732601299103
"f1462fbd7e243e10b889f0c22c5e2dea",9;67930552045368e-06,2;66839902417086e-05,0;362738309854587,9;33911129938388e-06,1;11291194131123e-05,0;991277654177067,1,1
"2b97e805bca6531d0d864ff4e0449d7b",9;65975159200263e-06,4;58926845985565e-05,0;210485650959423,1;93195031840053e-05,0,0;991293408273804,0;248,0;890725501113586
"5ce37c825206ce321c3438b2b9664eb0",9;65901645761605e-06,3;09664168818759e-05,0;311919086230131,1;59885529001029e-05,3;86219681754982e-06,0;99130916117161,0;341,0;94732601299103
"137cf895f87aa2cba8866e8e2cadbc68",9;65859756364005e-06,2;05059596503207e-05,0;471014169945907,1;2176016470519e-05,9;10531117184829e-06,0;991324913386241,0;658,1
"d547ae76d6e9b9b175d4d5b5acbc4d3c",9;65841476784625e-06,2;62308126053466e-05,0;368208751789778,1;34888763909521e-05,6;7272115708039e-06,0;991340665302751,0;341,0;94732601299103
"9d1ec9b7e885d4168e8993e42aa18fc7",9;60214345094202e-06,2;00070438179331e-05,0;479938142702283,2;98433166190865e-06,1;72012284955542e-05,0;991356325446324,0;133,0;854124330117899
"3e59d7257ca9bb68fd9126d80541f697",9;5985264965399e-06,3;21664218202949e-05,0;298402058835275,1;422213627173e-05,5;58805943460015e-06,0;991371979691003,0;463,0;94732601299103
"4d08011d27fefb35727798ae339258b4",9;59490005202849e-06,3;02187795158207e-05,0;317514479597206,5;03725156634598e-06,1;49954803951654e-05,0;991387628021311,1,1
"2a8ddd214ee63c40aa11432eae98a6df",9;58674180757047e-06,2;79238907316968e-05,0;34331683574053,1;33692786256251e-05,6;73287778783833e-06,0;991403263046332,0;552,0;968361061946903
"44a421cd2b317025b5d4385141b3d506",9;58597989293594e-06,3;29168398301266e-05,0;291218110316973,7;02373536294072e-06,1;2775875085258e-05,0;991418896828745,1,1
"8a785f257d8d3125ac7261ee22f430e4",9;56128010801001e-06,3;66459398020954e-05,0;260909671293607,0,1;912256021602e-05,0;991434490328259,0;507,0;94732601299103
"6e17cd6bf12165e5058a9cd1dca283b5",9;52763621925906e-06,2;25290050470171e-05,0;422905325795582,1;24795041510357e-05,8;02648418030672e-06,0;991450028957927,0;557,0;972256824185501
"d24094e694a8fa85ee4a4a29879d7052",9;51966033492709e-06,3;75568762121748e-05,0;253473166435527,1;90393206698542e-05,0,0;991465554579719,0;239,0;890725501113586
"4c8add954ee56cff4deda94051768bcb",9;51250533410634e-06,3;51546224762251e-05,0;270590456220646,1;90250106682127e-05,0,0;991481068532414,0;248,0;890725501113586
"aa9b24de39b66f66924956543832443d",9;50422671517891e-06,2;07462083180751e-05,0;458118735214779,1;54350386437711e-05,5;07953218785204e-06,0;991496568983503,0;202,0;890725501113586
