"","average","sd","ratio","ava","avb","cumsum","p","padj"
"eeca39c648df3827f8ad4d6cef3cb2e1",9;85684903854537e-06,2;69088688350376e-05,0;366304845401413,7;49218310011127e-06,1;33322335527485e-05,0;990775712747331,0;864,1
"368aeefd9644a1044b8e9f33d4802a8a",9;85331429155634e-06,2;86909458281429e-05,0;343429399315628,1;03185705185426e-05,1;02362586720492e-05,0;990793221375882,0;671,1
"e165e99fb038f28f0049db4610538372",9;84493140438958e-06,3;68832368576413e-05,0;26692156771349,1;96898628087792e-05,0,0;990810715108648,0;487,1
"79378cdfb687a2d6f3566d20218e7401",9;83760846863312e-06,3;35324372819144e-05,0;293375885144471,5;5793608284235e-06,1;47045979643433e-05,0;990828195829086,1,1
"f8abc197d353dbc18c212a55b9b62c6f",9;81859104522755e-06,2;34859545937859e-05,0;418062251036857,1;45475796842918e-05,6;36200300770412e-06,0;990845642756934,0;421,1
"0f87e517fdd46b75107bdfd9633c3b15",9;8084688647903e-06,3;76992851226973e-05,0;260176521461013,8;50412450038269e-06,1;16797548625568e-05,0;990863071698398,1,1
"b33442aec60715b3ce1a40f30efa4405",9;78623953035579e-06,2;99293877466672e-05,0;326977605194932,1;43528356464125e-05,6;14574952356567e-06,0;990880461139939,1,1
"e6eb553afa148171093b3bcc84a98301",9;77604700138336e-06,3;01831851201731e-05,0;323890502690834,3;90555257989645e-06,1;63142915899061e-05,0;990897832470091,0;611,1
"892b40dc4d54660d8257e55cb04a5a62",9;76578895243282e-06,4;5817969512535e-05,0;213143206832006,1;69666121311277e-05,2;74817761471924e-06,0;990915185572431,1,1
"bea450ac452905dd9b7543fdd658b6b9",9;76139711039013e-06,3;22910437765164e-05,0;302294257749856,1;51504472208137e-05,5;01943237390469e-06,0;990932530870783,1,1
"d409b8ba9ec2fa4c0c0671272671e066",9;74526361880491e-06,3;15689179907862e-05,0;308698056159201,1;44964453221209e-05,5;68282720653525e-06,0;990949847501086,1,1
"fbd962521f918abe052c52c6b6608024",9;7282895261751e-06,2;27010315412794e-05,0;42853953612131,9;18305512744597e-06,1;17943842082728e-05,0;99096713396965,1,1
"a19e9153a5fb57383bc3a5a90e6fddd2",9;72494869243307e-06,2;15037535918211e-05,0;452244239635071,1;2206970330595e-05,8;98190479120249e-06,0;990984414501794,1,1
"092a5eeb3ab18d13300f44795eb96ae3",9;721459367748e-06,1;26470852477901e-05,0;768671925370842,1;29133348808838e-05,1;35280700002526e-05,0;99100168883366,0;843,1
"eb683aa9eb93d4583124c889b37cee97",9;72130299600235e-06,2;74691172748644e-05,0;353899359004805,0,1;94426059920047e-05,0;991018962887665,0;128,1
"7547ba15954982b076ffd28ee45fba56",9;71189155182638e-06,2;92880266029376e-05,0;331599383034303,1;40277254101124e-05,6;22622041562349e-06,0;991036220218212,1,1
"9a6282874825859e70d3858425134143",9;70095093242854e-06,2;72243400545652e-05,0;356333740799046,1;31049473441254e-05,7;1706176770067e-06,0;991053458108068,0;733,1
"2a68b14fd31dbe3452da79d5fd2fab0d",9;68011074869441e-06,1;92508124700824e-05,0;502841672980723,1;22556339357959e-05,9;27710358648031e-06,0;991070658966421,1,1
"113c044dbb4780678af48f6e66877bdf",9;66908317211398e-06,3;1480556983708e-05,0;307144602845432,8;72903126287446e-06,1;11910704988785e-05,0;991087840229566,0;632,1
"724d03dc0b398064d5be7d7644bcf2b3",9;66373064551626e-06,1;93172005273813e-05,0;500265586197045,1;34213526827176e-05,7;72620841352956e-06,0;991105011981658,0;478,1
"472d2d18e930aec7fc41731afdd6559f",9;65919219663835e-06,4;07673452706702e-05,0;236934539948756,0,1;93183843932767e-05,0;991122175669253,0;495,1
"3d37ff2e9d64496618472a49b42da30f",9;65644298200908e-06,2;33076412774329e-05,0;414303741295295,4;61351892860909e-06,1;56615646770179e-05,0;991139334471693,0;356,1
"3fcb807d240886d5ff141637531458b5",9;64916887101511e-06,1;71712721102425e-05,0;561936751631783,4;4146770313348e-06,1;64476729080752e-05,0;991156480348562,0;073,1
"deb0f4a760382a73bb42dc7863243272",9;64200948553492e-06,2;50091284647762e-05,0;385539604033587,5;53740384439197e-06,1;49517071896881e-05,0;99117361350372,0;48,1
"b09fa9187d4addd0921bae3960982efd",9;64027733028377e-06,3;10937495097891e-05,0;310039074806619,9;72987436299729e-06,1;02328717473967e-05,0;991190743580962,1,1
"4d8df143a279941d565346b3e9dab649",9;63431491974406e-06,2;13433840584331e-05,0;451395846758302,9;99055677054744e-06,1;09747147322967e-05,0;991207863063432,1,1
"ed663b29836534ab7f9ceb55e4a2242a",9;61590363789148e-06,2;76470607727537e-05,0;347809255997585,1;243212306064e-05,7;62849241918566e-06,0;991224949830382,0;586,1
"08bf263cc3f5b31714eadbad7c3a901a",9;60382666022281e-06,5;17469456376633e-05,0;185592145427667,0,1;92076533204456e-05,0;991242015137414,1,1
"2586d25a83c4d6f5850a9d03074a0f2b",9;58198517224682e-06,3;87357343474693e-05,0;247368104249528,1;33927973535832e-05,6;18339963311829e-06,0;991259041633698,1,1
"415e2a6603bdff9876b46dac7ea8d0ba",9;56924136497952e-06,2;35639160409718e-05,0;406097244122792,1;57699311073437e-05,4;30237060620402e-06,0;991276045485156,0;221,1
"d9b839e9558ccf84539bab2eb409f768",9;5670482061852e-06,2;84302971158534e-05,0;336508906931204,7;95725346795622e-06,1;20909894528681e-05,0;991293045439528,1,1
"d15443b93ef268c810c7a1db6f09e1fc",9;55826199735607e-06,2;56837382094134e-05,0;372152290271081,5;5793608284235e-06,1;44350524911292e-05,0;991310029781442,0;608,1
"d89542897f0ce82e4c110a50e0cbbb2d",9;54501200238729e-06,3;90852603809732e-05,0;244210014449177,0,1;90900240047746e-05,0;991326990579071,0;5,1
"483e3281cd9b5d2cc98f295d5b6cd79d",9;53615503362202e-06,2;04942134862071e-05,0;465309636792844,1;32622626359006e-05,7;44258826951382e-06,0;991343935638505,0;649,1
"9fc93db64a0f32365d458c937bd5fa02",9;53189237356261e-06,2;93191787121769e-05,0;325107755136531,7;27140519905472e-06,1;26346923729327e-05,0;9913608731235,1,1
"e1011df0bbcada3f26b137cc8f254b24",9;50747242251823e-06,2;5117116912383e-05,0;378525626794011,9;37825049489769e-06,1;08029999749061e-05,0;991377767216004,1,1
"396f2e96c25796585587386684f21653",9;45886402145942e-06,3;54541322529053e-05,0;266791581697344,0,1;89177280429188e-05,0;991394574934886,0;507,1
"5482be279de92a718e63dbc813b9a106",9;4382741077431e-06,2;55495977357125e-05,0;369409890729925,1;62033768317859e-05,3;34146422962542e-06,0;991411346066978,0;254,1
"93ea02edebe4b8e9f956f3034461c353",9;43760505748503e-06,2;25323580173886e-05,0;418846755861143,1;08246123796369e-05,9;42898594844319e-06,0;991428116010215,1,1
"06187d9423880b66a98ecc779566a0a7",9;43726912395179e-06,5;08495071394596e-05,0;185592145427667,0,1;88745382479036e-05,0;991444885356523,1,1
"e575a80176005dad70b428a5ed72b619",9;43663505371823e-06,3;59902789142871e-05,0;262199553279154,1;04635989856464e-05,9;01036191620363e-06,0;991461653576134,1,1
"c26dab6d3ea3f4ff433ba5cef55ef250",9;4325943505551e-06,2;90727229372122e-05,0;324448259316009,6;2363579669473e-06,1;34568145741673e-05,0;991478414615706,1,1
"ca5201fdab5e279bfcf6f48f5b4daeed",9;40563169721268e-06,2;91715687928286e-05,0;322424610208997,6;36757587063678e-06,1;32550917498554e-05,0;991495127744589,1,1
"61359f98177e9b4d38ba5609ad087dcd",9;37552444703409e-06,2;89362154789871e-05,0;32400658800189,7;60487413933299e-06,1;19423300943591e-05,0;991511787375061,1,1
"b6c49c3218e534798be6ac806b5987e6",9;3739999798057e-06,3;14036673120456e-05,0;298500168361231,1;03011573653275e-05,9;05018849387559e-06,0;991528444296665,1,1
"75a26f1bf9f75a4c2e84ef8321b9b595",9;37396793169939e-06,2;6166704694264e-05,0;358240292051535,1;19897650959866e-05,7;55748844047791e-06,0;991545101161321,0;611,1
"ef80a6dc2ffe7fcc0746a85ebb708696",9;3718994692488e-06,3;44376607705461e-05,0;272141000856377,1;23101164537017e-05,6;89323123370995e-06,0;991561754350469,1,1
"74c3cb887e5cf8ad39124804ac46df6c",9;36627765393477e-06,5;04669938070476e-05,0;185592145427667,1;87325553078695e-05,0,0;991578397550057,1,1
"d10c510f60287dc7ce62435aa158a66e",9;36416684634166e-06,2;95974217027978e-05,0;316384546612602,1;50344960084354e-05,4;26212040490144e-06,0;991595036998892,0;485,1
"b23dd205cac7576cab5a856acdeda298",9;3587752360271e-06,3;07590325101235e-05,0;304261040491014,1;04849713116607e-05,8;93157724783753e-06,0;991611666867224,1,1
"c7731886c8a338a5c6100510829d613c",9;31749115920209e-06,2;13145530913737e-05,0;437142224810381,1;54968002484723e-05,4;23923651289765e-06,0;991628223376731,0;262,1
"693696e31d3b6cc9185c06eff34cb048",9;31744737818758e-06,1;76058541278074e-05,0;529224388123905,1;54113969336776e-05,5;02740656702135e-06,0;991644779808442,0;227,1
"8165aff18cd6ab7b931f6ae2d578d23c",9;31498341657514e-06,2;49874055208687e-05,0;372787139056737,6;2363579669473e-06,1;32788666423603e-05,0;991661331861871,0;61,1
"b95bbed7c112118a9f8b56197367ac6d",9;31418896361568e-06,2;30466195325441e-05,0;404145560283282,4;0703236041437e-06,1;56009725967166e-05,0;991677882503614,0;323,1
"ece14b463c04933f31a042208efe8f1f",9;30025576017367e-06,2;24075450809108e-05,0;415050186291788,4;52392899700146e-06,1;5061396492662e-05,0;99169440838706,0;318,1
"e2789463dcd9a7fe0fcdb5cc46315a3a",9;29267127417408e-06,1;23336826492441e-05,0;753438493469235,7;22336887211395e-06,1;52186666582443e-05,0;991710920793422,0;177,1
"6a0f09eb9fc004b24290036f401addb8",9;27708352426102e-06,2;29847739333715e-05,0;403618654294949,4;55964026417509e-06,1;4906454837182e-05,0;991727405501477,0;411,1
"9afaec7674263b520bb58845603c81db",9;21776167318267e-06,4;96667660796841e-05,0;185592145427667,0,1;84355233463653e-05,0;991743784798883,1,1
"bbd433e2699103338d98dd11efd9334d",9;20743889857536e-06,2;70017120469133e-05,0;340994633324664,3;61538501267967e-06,1;5378857776007e-05,0;991760145753463,0;349,1
"3d8d003144cb5f0a8e146674aaa5e35e",9;19856289044871e-06,2;64954520994531e-05,0;347175162587189,2;83470816679423e-06,1;61056058283462e-05,0;991776490936017,0;346,1
"7c35f706d330a6af1e6af60421c7c0e1",9;17390201738576e-06,2;27142074335359e-05,0;40388387066683,5;22314371618657e-06,1;4474952705675e-05,0;991792792297979,0;649,1
"c38945ae7328fa360f944e7f2eec5a35",9;17267152587298e-06,3;49938896166993e-05,0;262122091209196,0,1;8345343051746e-05,0;991809091473446,0;5,1
"3491f47a40088f24ea2610b0d261b9dc",9;16254352208173e-06,4;93692418985088e-05,0;185592145427667,1;83250870441635e-05,0,0;991825372652182,1,1
"7f5d1b945eb42f9073ce07511f8807a7",9;15228128969187e-06,1;85956013367464e-05,0;492174526865459,5;87473227155093e-06,1;42701417592888e-05,0;991841635595671,0;489,1
"c52faab94498d7abbc860e89d1fb68ff",9;12056779572512e-06,1;93415933291556e-05,0;47155204023325,1;22711485106562e-05,8;25254505999862e-06,0;991857842186569,1,1
"0025d8e1fb8e446593e2d948182f545f",9;11748688229302e-06,2;36692570349014e-05,0;385203763212714,6;07278292691185e-06,1;3277608558876e-05,0;991874043302907,0;853,1
"1b6b68043cfdb760c4a1ac81f4897524",9;09830677785673e-06,1;88845820628168e-05,0;481784915736686,1;11092470298391e-05,9;0844624527902e-06,0;991890210337582,1,1
"5e11c972d8ae33d58c0bb1564563e0e9",9;07025857373363e-06,2;82091133566355e-05,0;32153646444191,1;14699605435301e-05,7;4352206401725e-06,0;991906327532623,1,1
"22a456cf2f1ba1fea7eb44e7184c399a",9;04911308971446e-06,2;04153999687306e-05,0;443249365850025,1;22610718481698e-05,8;64296214704625e-06,0;991922407153665,0;979,1
"59144bcd5409271c5bd18da1ef1d2ad4",9;03624721569512e-06,2;26655575884368e-05,0;398677472655917,1;20798778806748e-05,7;18445657986528e-06,0;991938463912976,1,1
"7ced17c357c277d443cba959c01ef934",9;03606668567837e-06,2;40773853668101e-05,0;37529268847166,1;11384165301616e-05,8;00044250907129e-06,0;991954520351499,0;695,1
"ba9b7285e0f3f35ecf97e9a938676ac0",9;02381630315925e-06,3;61786829734538e-05,0;249423571050955,0,1;80476326063185e-05,0;991970555021976,0;494,1
"1fabcd2c06cedb2ac91717512d689186",9;0233707199508e-06,3;25181492275681e-05,0;277487216655646,1;74311018258603e-05,7;10353400816906e-07,0;991986588900684,0;487,1
"9f4024103fda014267fc5570fb5b3444",9;02221259303418e-06,3;40075725811283e-05,0;265300105484178,1;80444251860684e-05,0,0;992002620721483,0;516,1
"72ccb80a02c309b761a183d90b013757",9;01838450513528e-06,2;05623514709366e-05,0;438587216928088,7;2342283246769e-06,1;2163039049871e-05,0;992018645740047,0;709,1
"9613aa38a9de6562e4a1dd2413c51eb0",9;01337469868278e-06,2;40097138723796e-05,0;375405335798342,9;25660831479043e-06,9;93179559726963e-06,0;992034661856546,1,1
"a41b5315e91281e3dda4c7eac05ad571",9;01227650514342e-06,3;99709026502824e-05,0;225470927789512,1;80245530102868e-05,0,0;992050676021635,0;477,1
"ed5a97863098838fd4f1bb0a5d41f964",9;00694617555912e-06,1;93365853900784e-05,0;465798174489515,1;02953608852164e-05,9;47554446729225e-06,0;992066680715112,1,1
"721409f4a011b50001e00f7266032566",9;00642270519164e-06,4;85280381044024e-05,0;185592145427667,0,1;80128454103833e-05,0;992082684478421,1,1
"a30b00b3e720e6254c0392522c98fcbb",8;99389535552936e-06,2;17037303289779e-05,0;414393987540524,1;61702923323499e-05,2;4784068800575e-06,0;992098665981533,0;109,1
"2567529594656a2a1b9ef0a3dfbcd69b",8;96496326280804e-06,3;07973113147464e-05,0;291095646992905,4;00158128072087e-06,1;4461889415658e-05,0;992114596074403,0;73,1
"f62c5ea98deb365b233f7c363dc5e060",8;9609968900235e-06,3;04785132414767e-05,0;294010302242333,0,1;7921993780047e-05,0;992130519119315,0;228,1
"9b217ac6e66b3befe9679bdd25f3a01f",8;95962577049729e-06,2;52512828942133e-05,0;354818636662239,3;63570259952736e-06,1;49168188093876e-05,0;992146439727847,0;383,1
"46e1794ccc730da9bce2da4266960647",8;94701317748147e-06,3;73338307894274e-05,0;239648945428209,2;26776653343538e-06,1;59229125559109e-05,0;992162337924712,1,1
"c344a59c709d5e3a335d434225330eed",8;94165453224966e-06,2;57198346797644e-05,0;347655987823464,1;07630647473454e-05,8;05845097582685e-06,0;99217822659965,0;698,1
"b014c8706c3b72d7876086ca78d01eed",8;93100493964314e-06,2;41915258814111e-05,0;36917906639803,1;37301865859657e-05,4;97247380571834e-06,0;99219409635103,0;607,1
"ea3975a4b45d0eb0e128ec5d28b67592",8;92490950437071e-06,1;07662154000193e-05,0;82897370828701,8;43672730427296e-06,1;4345192127312e-05,0;992209955271262,0;393,1
"e6f696812aa6453cf3f537ba73e8d5fd",8;91648348478963e-06,1;56889516312297e-05,0;56832882746868,7;45333125876227e-06,1;29654437049868e-05,0;992225799219065,0;709,1
"4475ace9d3354b2677374cf2f5ad97d4",8;9101335876519e-06,2;2711437668508e-05,0;392319223366772,1;02523066617133e-05,8;73054774476582e-06,0;992241631883559,1,1
"55752ee513c25ff73bfd94560978c689",8;89553388175521e-06,2;74845092124614e-05,0;323656275358266,0,1;77910677635104e-05,0;992257438605429,0;246,1
"865254569e45b0344f61a17c4b6c722b",8;89202623193691e-06,2;44893356357818e-05,0;363097895515982,5;5793608284235e-06,1;30183253394876e-05,0;992273239094459,0;617,1
"30b462368a8e758d9712462a6b36cd35",8;88809648739602e-06,2;23203838744911e-05,0;398205359610942,6;06110697853817e-06,1;25518778531291e-05,0;992289032600616,0;399,1
"0c37c779716a19634119160d52c36811",8;88430955967497e-06,1;94760982583523e-05,0;456164753423594,9;24134844867778e-06,1;01187467913942e-05,0;992304819377675,1,1
"c8f70996be6204aa81f79ca9fdf55ae7",8;87469231218072e-06,1;84578648339133e-05,0;48080817537871,9;35201317202589e-06,1;01245826124369e-05,0;99232058906558,1,1
"d7b30a6c03b02446f54b7d3d715348ad",8;85950953613797e-06,9;44609550552403e-06,0;937901753264826,1;55308857081954e-05,8;62168230216904e-06,0;992336331774787,0;152,1
"e90cb6a69db84865fdef7e3031c644a4",8;85559351889405e-06,1;99898600676402e-05,0;443004277615208,6;41604461373258e-06,1;26402567029441e-05,0;992352067525514,0;704,1
"621f7c202a14d235864414bb7a42b87c",8;81897067432031e-06,2;13445067887497e-05,0;413172848714809,7;64140339275517e-06,1;12720003771288e-05,0;992367738200089,1,1
"812551f67c497e3ff7d3975b84c7b394",8;81714563601074e-06,1;09415484576343e-05,0;805840751896385,7;85474590744035e-06,1;4043405155161e-05,0;992383405631702,0;246,1
"7cc99401f5ff7d3df20fb19e7a75b169",8;81484920264259e-06,2;00787527721235e-05,0;439013782513461,6;87564309423105e-06,1;19944961692623e-05,0;992399068982719,0;499,1
"d70c03b575ce9be62b01c5cf5d6638b0",8;81155086917322e-06,2;8088390347843e-05,0;313707932709995,3;6930349361105e-06,1;4422471460384e-05,0;992414726472835,0;496,1
"5d5e8164a2ddf096ac8822aab23d161f",8;7970135874171e-06,2;41486465059766e-05,0;36428598949593,3;3476164970541e-06,1;48929898088585e-05,0;992430358131251,0;379,1
"cd7c8fd9bb2c8a7ec4587354885e7471",8;79371400946881e-06,2;12247963975572e-05,0;414313232728155,1;18052283967582e-05,6;95846947467786e-06,0;992445983926554,0;586,1
"87e658bb01d0bb5b52a8c9de8a54907f",8;78937974473973e-06,2;53066817745022e-05,0;347314587627821,1;04390021998335e-05,8;04220479316141e-06,0;992461602020182,1,1
"d8cac0392850e9354a4e7bdd4405f25b",8;75227559165383e-06,4;71586530318167e-05,0;185592145427667,1;75045511833077e-05,0,0;992477154182407,1,1
"21c35219b8091cd8fede129a3a811db6",8;74847477092552e-06,3;08439534552519e-05,0;283636622121665,3;50994191046138e-06,1;44549998861178e-05,0;992492699590848,1,1
"5264f42b54f42baee9acf414f74899bc",8;74290244920643e-06,1;53711915750115e-05,0;568784951156259,1;07411066913402e-05,9;10059502027361e-06,0;992508235097675,0;739,1
"c17d54312e57692951ce1408bc5f5bd9",8;74191778397443e-06,2;40907756481643e-05,0;362874068965087,6;26216566288205e-06,1;20566253267844e-05,0;992523768854824,0;742,1
"f316a8e16a86ca21f13456efcffd2655",8;73919026009094e-06,1;92145347871205e-05,0;454821850068877,5;63511546906811e-06,1;32374947282531e-05,0;992539297765359,0;668,1
"c1b990478d3ea3ffe53360e28fa8a032",8;73787068633664e-06,2;12343153815229e-05,0;411497640933595,1;28809229296396e-05,5;69448907952931e-06,0;992554824331106,0;531,1
"ec25e652b742d9a9d48ce3bad1b1efb1",8;71192769436105e-06,3;43332301467047e-05,0;253746229444048,6;40833938565386e-06,1;14427386287785e-05,0;992570304798029,1,1
"47988ddf11a82635dd5e5ce058e7c445",8;70365978948448e-06,1;75703632926844e-05,0;495360263444771,6;46116781254549e-06,1;2631023864631e-05,0;992585770573481,0;521,1
"6f64b303f3d004ffeac43b6d4e17deb1",8;69472303072812e-06,2;03200070034997e-05,0;427889765452869,1;08530000216358e-05,8;20592560886178e-06,0;992601220468958,1,1
"43f1b6d0090bb3fc36359c889a9d093a",8;68953066522358e-06,2;53989663167284e-05,0;34212142954418,1;52145112965227e-05,2;68694413843136e-06,0;992616661137976,0;351,1
"6b70b4d8dc6d50794db2ecbdd32ed32d",8;67445957455792e-06,3;64143734007054e-05,0;238215264041585,1;73489191491158e-05,0,0;992632075026753,0;482,1
"207a3d0a06dd823d5c6b1c9ed7ba8882",8;66945438936786e-06,2;07528788659315e-05,0;417747072364012,1;20539243353976e-05,6;5636258910485e-06,0;992647480021678,1,1
"d571871260f08f785ca4b80fa5c5cefd",8;66829539492616e-06,3;47649761596813e-05,0;249339891824209,1;19057743005358e-05,5;81873195283918e-06,0;992662882957153,1,1
"bf1336a15a1661afa0ecb2820b52bf58",8;66636445595548e-06,2;15120034974724e-05,0;402861800249045,1;13828831317446e-05,7;11235198200306e-06,0;992678282461488,1,1
"834dd8dd0ef4ab1cca8111043ad5dbb0",8;64102427844892e-06,3;3840366844828e-05,0;255346649109082,1;11349092504896e-05,6;5862206854374e-06,0;992693636938157,1,1
"b997092bdbfa514be44f001336b00c55",8;62792896339802e-06,1;22475625226512e-05,0;704460903746452,9;63636657261447e-06,1;12863673173285e-05,0;992708968145395,0;998,1
"1e8559b06dcca2da7e3e5e16f4f83832",8;61708151759116e-06,4;6430205856689e-05,0;185592145427667,1;72341630351823e-05,0,0;992724280077505,1,1
"f544fd90acee1fef19d7afdb690da5b0",8;59665972856297e-06,3;8468462063912e-05,0;223472924763157,3;1526570322807e-06,1;42508395603306e-05,0;99273955572157,1,1
"8d06093c2173b20680d9fb24dbf07d6c",8;58982365710007e-06,3;42584530700115e-05,0;250735888148413,5;93166719392597e-06,1;16434245998692e-05,0;992754819218428,1,1
"3732a14aa6f8749ad2e8f8d842723d39",8;58907069842786e-06,1;6617389544535e-05,0;516872441090037,1;36725553242007e-05,5;22004417261369e-06,0;992770081377334,0;237,1
"491fe3530d725e1dd68d294e312a07d2",8;58729999313868e-06,2;26229948552921e-05,0;37958281156263,6;141300592983e-06,1;21148912216829e-05,0;992785340389824,1,1
"6e670823536d483e104a83886fe3b648",8;5777660622712e-06,2;06549487958465e-05,0;415288662637407,8;13222686650241e-06,1;02776778630859e-05,0;992800582461207,1,1
"3015b97fbadff670d63716e1225d5d77",8;57224433231011e-06,3;29463337312154e-05,0;260188110830318,1;02049494004592e-05,7;4352206401725e-06,0;992815814720873,1,1
"e8173313bced88ba28254f9187b13956",8;5708357588444e-06,3;21166280475509e-05,0;26686599060632,1;71416715176888e-05,0,0;992831044477607,0;498,1
"f721a88721108e35bed151360fc69147",8;57073846608877e-06,3;21889378819132e-05,0;266263475282439,1;71414769321775e-05,0,0;992846274061458,0;493,1
"ccb41473713f064eb17217af20bd4acf",8;52890868551578e-06,2;45787461005106e-05,0;347003408987516,9;03833058297129e-06,8;91627392055535e-06,0;992861429316808,1,1
"bd9ecb707f6bed5597a2e1bd42308ab9",8;52424080980288e-06,4;59299653558082e-05,0;185592145427667,0,1;70484816196058e-05,0;992876576277679,1,1
"eaa99375e2aada6db0a1e4c77f8a2dfd",8;52284968520634e-06,3;24773770925352e-05,0;262424199495017,8;36904124263524e-06,9;23459421061978e-06,0;992891720766622,1,1
"9f6cbb9bb557ccbc10e13303644df154",8;52162630262153e-06,2;15726746470182e-05,0;395019460593377,1;01238994458108e-05,7;98386903011419e-06,0;992906863081702,0;747,1
"63d36addf9d3b275e0fd16823557e96f",8;51480812853789e-06,2;99548649497295e-05,0;284254599138655,1;70296162570758e-05,0,0;992921993281379,0;239,1
"5fea7ca8d4974598ff09f2ae6d10d4c2",8;49599801596984e-06,2;9048521928398e-05,0;292476086628839,1;70082490007654e-06,1;55179477852067e-05,0;992937090056843,0;489,1
"c32f5012840423f71046fa904980e2eb",8;49398236423043e-06,2;27920087857862e-05,0;372673705247408,8;77718609965268e-06,9;25395397123823e-06,0;99295218325064,1,1
"2cac75a89bb7663309559cfcdc1411ec",8;49014419845431e-06,1;92896653996293e-05,0;440139526661643,1;16986018354944e-05,6;50412334392291e-06,0;992967269624293,0;522,1
"293764303570f8b3f7858decc8934058",8;47760716834971e-06,2;7773791861674e-05,0;305237657521595,8;36904124263524e-06,9;19947117221163e-06,0;992982333720547,1,1
"1c73b56fd26db33bb45bbf4ab5f8309f",8;47141770503621e-06,2;26456163158929e-05,0;374086427450902,4;13186858591962e-06,1;35876723350827e-05,0;992997386818573,0;645,1
"a1a51090b68936454beaf9243261d26d",8;4404093447152e-06,3;16060955154547e-05,0;267050048639764,1;68808186894304e-05,0,0;993012384816979,0;467,1
"e04fdf03e491d0d84c6beb80096ce619",8;43926337000015e-06,2;52907843928069e-05,0;333689269534891,1;68785267400003e-05,0,0;993027380779071,0;118,1
"3c20833d2a8f9191d68deba63d726aba",8;41930641275481e-06,3;23182432247948e-05,0;26051250231001,7;38606987222099e-06,9;94494761143669e-06,0;99304234127909,1,1
"63add3cc1a8f1df6ccfac231837d41f7",8;41254928081283e-06,1;99747734266207e-05,0;421158683562402,8;21717704279404e-06,9;96195495967879e-06,0;993057289772172,1,1
"359a21deda48272fd4022fbf7b58deda",8;41046501853478e-06,2;33962746888688e-05,0;359478811493703,7;13945740123751e-06,1;03730063955343e-05,0;993072234561672,0;595,1
"8489dcae67f0a38974253eec11424291",8;40956621995948e-06,3;39915854243898e-05,0;247401411701303,1;6819132439919e-05,0,0;993087177754071,0;487,1
"75f7c9ad3d7609b2a52b9c2499649921",8;40629612081443e-06,2;27944860708996e-05,0;368786385210336,1;26424921082823e-05,4;97247380571834e-06,0;993102115135739,0;596,1
"36f399eb0f41b983e8b7b48419e53e3c",8;40473601794266e-06,1;97368581510954e-05,0;425839612039579,3;71042586528754e-06,1;45802962581416e-05,0;993117049745218,0;233,1
"84497852233b0b317e154a268d0091f4",8;40363572298809e-06,1;8437046385071e-05,0;455801626110392,6;37658142115327e-06,1;18307146820255e-05,0;993131982399552,0;749,1
"93834701480d2e050a041ccc6089391d",8;39759941314968e-06,2;59562998936321e-05,0;323528370667727,1;23826604287296e-05,5;09139045873428e-06,0;993146904327798,0;487,1
"2cc02a434e3cf748ab3ba4c387b7fe55",8;38963711322301e-06,2;19912430493946e-05,0;381498994594303,1;10675437518096e-05,6;72486345820919e-06,0;993161812107613,1,1
"61d409e39fb0567a91e33d1e1d2f7c00",8;37792190042773e-06,3;25260879116935e-05,0;257575455221461,1;67558438008555e-05,0,0;993176699070339,0;516,1
"d0d2f46a5598b6be45bba2ad6d1423fa",8;37290211958518e-06,3;19725172193969e-05,0;261878101812564,7;81110515979289e-06,9;45543942336366e-06,0;993191577113277,1,1
"6491de7662901dc702d8d11c3f968cf8",8;36760282471836e-06,2;78349800167023e-05,0;300614651769011,1;30192244695794e-05,4;26212040490144e-06,0;99320644573975,1,1
"1201a1fc67014aecac87040c26ad273b",8;3591529365756e-06,2;2418088376582e-05,0;372875367255114,1;12738807210794e-05,6;19601720014375e-06,0;993221299351382,0;601,1
"f4726d77f142e859f704213dcceac962",8;34625837592101e-06,2;44425896356861e-05,0;34146375242235,1;15799459578503e-05,5;88698639073609e-06,0;99323613005031,1,1
"f52f444bf99b8b3bf80fe5186d342738",8;33845612572542e-06,3;06582021215391e-05,0;271981249672406,1;23016104740812e-05,4;80931082575867e-06,0;993250946885202,1,1
"d135ed9900b10747df98c57e67a90650",8;32423425571867e-06,2;33812427627688e-05,0;356021890717195,3;1712485459386e-06,1;41079795327859e-05,0;993265738448858,0;353,1
"1a3e64135fa7794ace753a6ebee4bca8",8;32134081275025e-06,4;48367078982521e-05,0;185592145427667,1;66426816255005e-05,0,0;993280524871074,1,1
"b0666fb528d3461015637c621c3c06d7",8;31571766051299e-06,2;01473978228454e-05,0;412744004641814,9;07460257048529e-06,8;75497611763406e-06,0;993295301301354,1,1
"4aaeb1c69f5cccbbaae2a54ae715868c",8;28742881886005e-06,1;96253280768707e-05,0;422282307149154,9;55945031687527e-06,8;30050074229949e-06,0;993310027464404,1,1
"abf913646306275d44c2257d422fff3f",8;27689491817034e-06,1;83677534370347e-05,0;450620972594381,5;02810849353534e-06,1;27114369710891e-05,0;993324734909472,0;381,1
"f272ef5155f864229bc1895bb9b7b485",8;26936500876852e-06,3;69319310491976e-05,0;22390827595104,1;35411280990718e-05,3;21171634121274e-06,0;993339428974435,1,1
